question;answer;item1;item2;co_occurrence_count;export_timestamp
temperature;dingin;BANANA;CHOCOLATE;28.18;52:07.4
temperature;dingin;BANANA;TEH;28.83;52:07.4
temperature;dingin;CHOCOLATE;STRAWBERRY;42.5195;52:07.4
temperature;dingin;CHOCOLATE;TEH;29.9;52:07.4
temperature;dingin;STRAWBERRY;TEH;41.09;52:07.4
budget;high;AVOCADO;BANANA;29.115;52:07.4
budget;high;AVOCADO;CHOCOLATE;31.01;52:07.4
budget;high;BANANA;CHOCOLATE;27.71;52:07.4
budget;high;BANANA;STRAWBERRY;34.5445;52:07.4
budget;high;CHOCOLATE;STRAWBERRY;28.7795;52:07.4
taste;pahit;AMERICANO;KOPI LEMON;30.359;52:07.4
taste;pahit;AMERICANO;KOPI SUSU;21.859;52:07.4
taste;pahit;AMERICANO;MACCHIATO;29.3935;52:07.4
taste;pahit;KOPI LEMON;KOPI SUSU;26.003;52:07.4
taste;pahit;KOPI SUSU;MACCHIATO;18.7585;52:07.4
mood;rileks;AMERICANO;KOPI LEMON;13.58;52:07.4
mood;rileks;AMERICANO;KOPI SUSU;10.28;52:07.4
mood;rileks;AMERICANO;MACCHIATO;16.17;52:07.4
mood;rileks;KOPI LEMON;KOPI SUSU;10.295;52:07.4
mood;rileks;KOPI LEMON;MACCHIATO;11.685;52:07.4
mood;rileks;KOPI SUSU;MACCHIATO;10.395;52:07.4
texture;light;AMERICANO;KOPI LEMON;18.5755;52:07.4
texture;light;AMERICANO;KOPI SUSU;3.795;52:07.4
texture;light;AMERICANO;MACCHIATO;14.221;52:07.4
texture;light;KOPI LEMON;KOPI SUSU;9.0745;52:07.4
texture;light;KOPI SUSU;MACCHIATO;6.9445;52:07.4
caffeine;sedang;AMERICANO;KOPI LEMON;15.63;52:07.4
caffeine;sedang;AMERICANO;MACCHIATO;12.73;52:07.4
caffeine;sedang;KOPI LEMON;KOPI SUSU;10.63;52:07.4
caffeine;sedang;KOPI SUSU;MACCHIATO;8.46;52:07.4
temperature;dingin;AMERICANO;KOPI LEMON;26.136;52:07.4
temperature;dingin;AMERICANO;MACCHIATO;25.3665;52:07.4
temperature;dingin;KOPI LEMON;KOPI SUSU;8.925;52:07.4
temperature;dingin;KOPI LEMON;MACCHIATO;32.9345;52:07.4
temperature;dingin;KOPI SUSU;MACCHIATO;7.9;52:07.4
budget;mid;AMERICANO;KOPI LEMON;21.3545;52:07.4
budget;mid;AMERICANO;KOPI SUSU;7.4395;52:07.4
budget;mid;AMERICANO;MACCHIATO;11.26;52:07.4
budget;mid;KOPI LEMON;KOPI SUSU;13.2745;52:07.4
budget;mid;KOPI SUSU;MACCHIATO;4.9445;52:07.4
taste;manis;CRUNCHY CREAMY;TEH;88.56;52:07.4
mood;energi;CRUNCHY CREAMY;TEH;3.86;52:07.4
texture;creamy;CRUNCHY CREAMY;TEH;45.13;52:07.4
caffeine;tinggi;BISCOFFEE;CRUNCHY CREAMY;16.83;52:07.4
caffeine;tinggi;CRUNCHY CREAMY;TEH;14.2;52:07.4
temperature;dingin;CRUNCHY CREAMY;TEH;32.33;52:07.4
budget;high;BISCOFFEE;CRUNCHY CREAMY;31.66;52:07.4
budget;high;CRUNCHY CREAMY;TEH;29.3;52:07.4
taste;pahit;JAHE MERAH;MACCHIATO;5;52:07.4
taste;pahit;JAHE MERAH;MOCHACCINO;16;52:07.4
taste;pahit;KOPI GULA AREN;MACCHIATO;25.03;52:07.4
taste;pahit;KOPI GULA AREN;MOCHACCINO;31.9195;52:07.4
mood;rileks;JAHE MERAH;MACCHIATO;10.9;52:07.4
mood;rileks;JAHE MERAH;MOCHACCINO;15.6;52:07.4
mood;rileks;KOPI GULA AREN;MACCHIATO;13.58;52:07.4
mood;rileks;KOPI GULA AREN;MOCHACCINO;13.395;52:07.4
mood;rileks;MACCHIATO;MOCHACCINO;13.785;52:07.4
texture;creamy;JAHE MERAH;KOPI GULA AREN;5.73;52:07.4
texture;creamy;JAHE MERAH;MACCHIATO;15.05;52:07.4
texture;creamy;JAHE MERAH;MOCHACCINO;15.32;52:07.4
texture;creamy;KOPI GULA AREN;MACCHIATO;14.3395;52:07.4
texture;creamy;KOPI GULA AREN;MOCHACCINO;11.13;52:07.4
texture;creamy;MACCHIATO;MOCHACCINO;16.16;52:07.4
caffeine;sedang;JAHE MERAH;KOPI GULA AREN;14.33;52:07.4
caffeine;sedang;JAHE MERAH;MACCHIATO;7.46;52:07.4
caffeine;sedang;JAHE MERAH;MOCHACCINO;11.43;52:07.4
caffeine;sedang;KOPI GULA AREN;MACCHIATO;13.92;52:07.4
caffeine;sedang;KOPI GULA AREN;MOCHACCINO;19.79;52:07.4
temperature;panas;JAHE MERAH;KOPI GULA AREN;8;52:07.4
temperature;panas;JAHE MERAH;MACCHIATO;10.99;52:07.4
temperature;panas;JAHE MERAH;MOCHACCINO;16.16;52:07.4
temperature;panas;KOPI GULA AREN;MACCHIATO;18.61;52:07.4
temperature;panas;KOPI GULA AREN;MOCHACCINO;15.19;52:07.4
budget;high;JAHE MERAH;KOPI GULA AREN;8.03;52:07.4
budget;high;JAHE MERAH;MACCHIATO;4.43;52:07.4
budget;high;JAHE MERAH;MOCHACCINO;7.86;52:07.4
budget;high;KOPI GULA AREN;MACCHIATO;7.13;52:07.4
budget;high;KOPI GULA AREN;MOCHACCINO;7.3;52:07.4
budget;high;MACCHIATO;MOCHACCINO;15.8735;52:07.4
taste;pahit;CAPPUCCINO;MACCHIATO;20.2145;52:07.4
taste;pahit;CAPPUCCINO;TEH HIJAU;21.13;52:07.4
taste;pahit;CAPPUCCINO;TEH JAHE SEREH;22.645;52:07.4
taste;pahit;CAPPUCCINO;TEH LEMON;12.865;52:07.4
taste;pahit;CAPPUCCINO;TEH SEREH;11.665;52:07.4
taste;pahit;MACCHIATO;TEH HIJAU;12.7;52:07.4
taste;pahit;MACCHIATO;TEH JAHE SEREH;12.03;52:07.4
taste;pahit;TEH HIJAU;TEH JAHE SEREH;14.295;52:07.4
taste;pahit;TEH HIJAU;TEH LEMON;14.93;52:07.4
taste;pahit;TEH HIJAU;TEH SEREH;12.515;52:07.4
taste;pahit;TEH JAHE SEREH;TEH LEMON;11.15;52:07.4
mood;manis;CAPPUCCINO;MACCHIATO;3.495;52:07.4
mood;manis;CAPPUCCINO;TEH HIJAU;5.3;52:07.4
mood;manis;CAPPUCCINO;TEH JAHE SEREH;4.15;52:07.4
mood;manis;CAPPUCCINO;TEH LEMON;3.3;52:07.4
mood;manis;CAPPUCCINO;TEH SEREH;3;52:07.4
mood;manis;MACCHIATO;TEH HIJAU;5.45;52:07.4
mood;manis;MACCHIATO;TEH JAHE SEREH;7.15;52:07.4
mood;manis;MACCHIATO;TEH SEREH;4.3;52:07.4
mood;manis;TEH HIJAU;TEH JAHE SEREH;9.9;52:07.4
mood;manis;TEH HIJAU;TEH LEMON;7.75;52:07.4
mood;manis;TEH HIJAU;TEH SEREH;8;52:07.4
mood;manis;TEH JAHE SEREH;TEH LEMON;7.245;52:07.4
mood;manis;TEH JAHE SEREH;TEH SEREH;6.75;52:07.4
mood;manis;TEH LEMON;TEH SEREH;8.9;52:07.4
texture;creamy;CAPPUCCINO;MACCHIATO;8.215;52:07.4
texture;creamy;CAPPUCCINO;TEH HIJAU;5.15;52:07.4
texture;creamy;CAPPUCCINO;TEH JAHE SEREH;6.715;52:07.4
texture;creamy;CAPPUCCINO;TEH LEMON;3.3;52:07.4
texture;creamy;CAPPUCCINO;TEH SEREH;6.1;52:07.4
texture;creamy;MACCHIATO;TEH HIJAU;12.4;52:07.4
texture;creamy;MACCHIATO;TEH JAHE SEREH;9.55;52:07.4
texture;creamy;MACCHIATO;TEH LEMON;4.15;52:07.4
texture;creamy;MACCHIATO;TEH SEREH;5.415;52:07.4
texture;creamy;TEH HIJAU;TEH JAHE SEREH;10.88;52:07.4
texture;creamy;TEH HIJAU;TEH SEREH;11.97;52:07.4
texture;creamy;TEH JAHE SEREH;TEH SEREH;11.525;52:07.4
caffeine;tinggi;CAPPUCCINO;MACCHIATO;14.3955;52:07.4
caffeine;tinggi;CAPPUCCINO;TEH HIJAU;14.901;52:07.4
caffeine;tinggi;CAPPUCCINO;TEH JAHE SEREH;15.545;52:07.4
caffeine;tinggi;CAPPUCCINO;TEH LEMON;9.865;52:07.4
caffeine;tinggi;CAPPUCCINO;TEH SEREH;8.565;52:07.4
caffeine;tinggi;MACCHIATO;TEH HIJAU;12.371;52:07.4
caffeine;tinggi;MACCHIATO;TEH JAHE SEREH;8.83;52:07.4
caffeine;tinggi;MACCHIATO;TEH LEMON;10.221;52:07.4
caffeine;tinggi;MACCHIATO;TEH SEREH;15.4745;52:07.4
caffeine;tinggi;TEH HIJAU;TEH JAHE SEREH;11.095;52:07.4
caffeine;tinggi;TEH JAHE SEREH;TEH LEMON;11.91;52:07.4
caffeine;tinggi;TEH LEMON;TEH SEREH;8.415;52:07.4
temperature;dingin;CAPPUCCINO;MACCHIATO;10.841;52:07.4
temperature;dingin;CAPPUCCINO;TEH HIJAU;5.771;52:07.4
temperature;dingin;CAPPUCCINO;TEH JAHE SEREH;7.55;52:07.4
temperature;dingin;CAPPUCCINO;TEH LEMON;10.09;52:07.4
temperature;dingin;MACCHIATO;TEH HIJAU;7.631;52:07.4
temperature;dingin;MACCHIATO;TEH JAHE SEREH;5.25;52:07.4
temperature;dingin;MACCHIATO;TEH LEMON;16.001;52:07.4
temperature;dingin;MACCHIATO;TEH SEREH;3;52:07.4
temperature;dingin;TEH HIJAU;TEH JAHE SEREH;10.525;52:07.4
temperature;dingin;TEH HIJAU;TEH SEREH;5.43;52:07.4
temperature;dingin;TEH JAHE SEREH;TEH LEMON;15.84;52:07.4
temperature;dingin;TEH JAHE SEREH;TEH SEREH;11.03;52:07.4
budget;low;CAPPUCCINO;MACCHIATO;7.765;52:07.4
budget;low;CAPPUCCINO;TEH HIJAU;11.83;52:07.4
budget;low;CAPPUCCINO;TEH JAHE SEREH;7.3;52:07.4
budget;low;CAPPUCCINO;TEH LEMON;5.84;52:07.4
budget;low;CAPPUCCINO;TEH SEREH;3.15;52:07.4
budget;low;MACCHIATO;TEH HIJAU;5.43;52:07.4
budget;low;MACCHIATO;TEH JAHE SEREH;10.08;52:07.4
budget;low;MACCHIATO;TEH LEMON;5.58;52:07.4
budget;low;MACCHIATO;TEH SEREH;7.15;52:07.4
budget;low;TEH HIJAU;TEH JAHE SEREH;8.11;52:07.4
budget;low;TEH HIJAU;TEH LEMON;7.7;52:07.4
budget;low;TEH HIJAU;TEH SEREH;6.15;52:07.4
budget;low;TEH JAHE SEREH;TEH LEMON;15.04;52:07.4
budget;low;TEH JAHE SEREH;TEH SEREH;9.595;52:07.4
budget;low;TEH LEMON;TEH SEREH;5.3;52:07.4
taste;asam;CAPPUCCINO;KOPI LEMON;11.4;52:07.4
taste;asam;CAPPUCCINO;LYCHEE SQUASH;16.48;52:07.4
mood;menyegarkan;CAPPUCCINO;KOPI LEMON;12.43;52:07.4
mood;menyegarkan;CAPPUCCINO;LYCHEE SQUASH;13.08;52:07.4
texture;bubbly;CAPPUCCINO;KOPI LEMON;11.9695;52:07.4
texture;bubbly;CAPPUCCINO;LYCHEE SQUASH;7.94;52:07.4
texture;bubbly;KOPI LEMON;LYCHEE SQUASH;24.32;52:07.4
caffeine;rendah;CAPPUCCINO;KOPI LEMON;7.4;52:07.4
caffeine;rendah;CAPPUCCINO;LYCHEE SQUASH;12.08;52:07.4
temperature;dingin;CAPPUCCINO;KOPI LEMON;16.9045;52:07.4
temperature;dingin;CAPPUCCINO;LYCHEE SQUASH;12.94;52:07.4
budget;low;CAPPUCCINO;KOPI LEMON;7.5045;52:07.4
budget;low;CAPPUCCINO;LYCHEE SQUASH;6;52:07.4
mood;rileks;BISCOFFEE;CHOCOLATE;33.8;52:07.4
mood;rileks;BISCOFFEE;MANGO;35.7;52:07.4
mood;rileks;CHOCOLATE;KOPI GULA AREN;23.7;52:07.4
mood;rileks;CHOCOLATE;MANGO;48.94;52:07.4
texture;light;BISCOFFEE;CHOCOLATE;19.93;52:07.4
texture;light;BISCOFFEE;KOPI GULA AREN;31.915;52:07.4
texture;light;CHOCOLATE;KOPI GULA AREN;16.1;52:07.4
texture;light;CHOCOLATE;MANGO;15.275;52:07.4
caffeine;non-kafein;BISCOFFEE;CHOCOLATE;47.7;52:07.4
caffeine;non-kafein;BISCOFFEE;KOPI GULA AREN;35.5;52:07.4
temperature;bebas;BISCOFFEE;KOPI GULA AREN;56.19;52:07.4
budget;high;CHOCOLATE;KOPI GULA AREN;32.2;52:07.4
budget;high;CHOCOLATE;MANGO;41.1345;52:07.4
mood;energi;BISCOFFEE;KOPI GULA AREN;20.7395;52:07.4
texture;creamy;BISCOFFEE;KOPI GULA AREN;81.315;52:07.4
caffeine;sedang;BISCOFFEE;KOPI GULA AREN;45.63;52:07.4
caffeine;sedang;KOPI GULA AREN;TEH;38.69;52:07.4
temperature;panas;BISCOFFEE;KOPI GULA AREN;61.235;52:07.4
temperature;panas;KOPI GULA AREN;TEH;56.775;52:07.4
budget;bebas;BISCOFFEE;KOPI GULA AREN;38.1;52:07.4
budget;bebas;BISCOFFEE;TEH;36.92;52:07.4
taste;netral;JAHE MERAH;KOPI GULA AREN;15.66;52:07.4
taste;netral;KOPI GULA AREN;TEH;13.1045;52:07.4
taste;netral;KOPI GULA AREN;TEH LEMON;9.46;52:07.4
taste;netral;KOPI GULA AREN;TEH SEREH;10.9;52:07.4
taste;netral;KOPI GULA AREN;VARIASI PINK;18.19;52:07.4
taste;netral;TEH SEREH;VARIASI PINK;15.36;52:07.4
mood;manis;JAHE MERAH;KOPI GULA AREN;6.3;52:07.4
mood;manis;JAHE MERAH;TEH;13.1;52:07.4
mood;manis;JAHE MERAH;TEH LEMON;8.8;52:07.4
mood;manis;JAHE MERAH;TEH SEREH;7.2;52:07.4
mood;manis;JAHE MERAH;VARIASI PINK;8.75;52:07.4
mood;manis;KOPI GULA AREN;TEH;88.945;52:07.4
mood;manis;KOPI GULA AREN;TEH LEMON;6.75;52:07.4
mood;manis;KOPI GULA AREN;TEH SEREH;6.6;52:07.4
mood;manis;KOPI GULA AREN;VARIASI PINK;5.6;52:07.4
mood;manis;TEH;TEH LEMON;8.05;52:07.4
mood;manis;TEH;TEH SEREH;6.75;52:07.4
mood;manis;TEH;VARIASI PINK;3;52:07.4
mood;manis;TEH LEMON;VARIASI PINK;5;52:07.4
mood;manis;TEH SEREH;VARIASI PINK;2.3;52:07.4
texture;heavy;JAHE MERAH;KOPI GULA AREN;7.6;52:07.4
texture;heavy;JAHE MERAH;TEH;6.9;52:07.4
texture;heavy;JAHE MERAH;TEH LEMON;10.6;52:07.4
texture;heavy;JAHE MERAH;TEH SEREH;4.9;52:07.4
texture;heavy;JAHE MERAH;VARIASI PINK;3.9;52:07.4
texture;heavy;KOPI GULA AREN;TEH LEMON;9.55;52:07.4
texture;heavy;KOPI GULA AREN;TEH SEREH;6.7;52:07.4
texture;heavy;KOPI GULA AREN;VARIASI PINK;5.3;52:07.4
texture;heavy;TEH;TEH LEMON;4.73;52:07.4
texture;heavy;TEH;TEH SEREH;4.3;52:07.4
texture;heavy;TEH;VARIASI PINK;2;52:07.4
texture;heavy;TEH LEMON;TEH SEREH;5.6;52:07.4
texture;heavy;TEH LEMON;VARIASI PINK;8.84;52:07.4
texture;heavy;TEH SEREH;VARIASI PINK;1;52:07.4
caffeine;sedang;KOPI GULA AREN;TEH LEMON;11.6;52:07.4
caffeine;sedang;KOPI GULA AREN;TEH SEREH;10.5;52:07.4
caffeine;sedang;KOPI GULA AREN;VARIASI PINK;11.33;52:07.4
caffeine;sedang;TEH;VARIASI PINK;6.6;52:07.4
caffeine;sedang;TEH SEREH;VARIASI PINK;3.3;52:07.4
temperature;bebas;JAHE MERAH;TEH LEMON;13.36;52:07.4
temperature;bebas;JAHE MERAH;TEH SEREH;9.03;52:07.4
temperature;bebas;JAHE MERAH;VARIASI PINK;7.33;52:07.4
temperature;bebas;KOPI GULA AREN;TEH LEMON;14.075;52:07.4
temperature;bebas;KOPI GULA AREN;TEH SEREH;12.75;52:07.4
temperature;bebas;KOPI GULA AREN;VARIASI PINK;12.33;52:07.4
temperature;bebas;TEH;TEH LEMON;9.74;52:07.4
temperature;bebas;TEH;TEH SEREH;8.15;52:07.4
temperature;bebas;TEH;VARIASI PINK;10.89;52:07.4
temperature;bebas;TEH LEMON;TEH SEREH;8.3;52:07.4
temperature;bebas;TEH LEMON;VARIASI PINK;7.73;52:07.4
temperature;bebas;TEH SEREH;VARIASI PINK;6.6;52:07.4
budget;bebas;JAHE MERAH;TEH LEMON;11.56;52:07.4
budget;bebas;JAHE MERAH;TEH SEREH;6.16;52:07.4
budget;bebas;JAHE MERAH;VARIASI PINK;9.5;52:07.4
budget;bebas;KOPI GULA AREN;TEH LEMON;5.3;52:07.4
budget;bebas;KOPI GULA AREN;TEH SEREH;5.1;52:07.4
budget;bebas;KOPI GULA AREN;VARIASI PINK;5.1;52:07.4
budget;bebas;TEH;TEH SEREH;2.15;52:07.4
budget;bebas;TEH;VARIASI PINK;5.86;52:07.4
budget;bebas;TEH LEMON;TEH SEREH;3.43;52:07.4
budget;bebas;TEH LEMON;VARIASI PINK;9.44;52:07.4
budget;bebas;TEH SEREH;VARIASI PINK;3.3;52:07.4
taste;pahit;JAHE MERAH;KOPI SODA;17;52:07.4
taste;pahit;JAHE MERAH;SANGER;15.1;52:07.4
taste;pahit;JAHE MERAH;TEH LEMON;11.1;52:07.4
taste;pahit;JAHE MERAH;TEH STRAWBERRY;17.3;52:07.4
taste;pahit;KOPI GULA AREN;KOPI SODA;28.769;52:07.4
taste;pahit;KOPI GULA AREN;SANGER;20.1995;52:07.4
taste;pahit;KOPI GULA AREN;TEH LEMON;18.53;52:07.4
taste;pahit;KOPI GULA AREN;TEH STRAWBERRY;13.465;52:07.4
taste;pahit;KOPI SODA;SANGER;19.834;52:07.4
taste;pahit;KOPI SODA;TEH STRAWBERRY;26.24;52:07.4
taste;pahit;SANGER;TEH STRAWBERRY;17.7;52:07.4
taste;pahit;TEH LEMON;TEH STRAWBERRY;18.88;52:07.4
mood;energi;JAHE MERAH;KOPI GULA AREN;6.86;52:07.4
mood;energi;JAHE MERAH;KOPI SODA;4;52:07.4
mood;energi;JAHE MERAH;SANGER;11.82;52:07.4
mood;energi;KOPI GULA AREN;KOPI SODA;14.579;52:07.4
mood;energi;KOPI GULA AREN;SANGER;12.3645;52:07.4
mood;energi;KOPI GULA AREN;TEH LEMON;12.425;52:07.4
mood;energi;KOPI GULA AREN;TEH STRAWBERRY;13.225;52:07.4
mood;energi;KOPI SODA;SANGER;8.9345;52:07.4
mood;energi;KOPI SODA;TEH LEMON;4.565;52:07.4
mood;energi;KOPI SODA;TEH STRAWBERRY;16.09;52:07.4
mood;energi;SANGER;TEH LEMON;8.4395;52:07.4
mood;energi;SANGER;TEH STRAWBERRY;10.83;52:07.4
texture;heavy;JAHE MERAH;KOPI SODA;8;52:07.4
texture;heavy;JAHE MERAH;SANGER;7.3;52:07.4
texture;heavy;JAHE MERAH;TEH STRAWBERRY;9.7;52:07.4
texture;heavy;KOPI GULA AREN;KOPI SODA;14.1695;52:07.4
texture;heavy;KOPI GULA AREN;SANGER;6.795;52:07.4
texture;heavy;KOPI GULA AREN;TEH STRAWBERRY;6.1;52:07.4
texture;heavy;KOPI SODA;SANGER;5.3745;52:07.4
texture;heavy;KOPI SODA;TEH LEMON;7.465;52:07.4
texture;heavy;KOPI SODA;TEH STRAWBERRY;12.045;52:07.4
texture;heavy;SANGER;TEH LEMON;7.1;52:07.4
texture;heavy;SANGER;TEH STRAWBERRY;7.63;52:07.4
texture;heavy;TEH LEMON;TEH STRAWBERRY;10.565;52:07.4
caffeine;sedang;JAHE MERAH;KOPI SODA;10;52:07.4
caffeine;sedang;JAHE MERAH;SANGER;20.86;52:07.4
caffeine;sedang;KOPI GULA AREN;KOPI SODA;15.49;52:07.4
caffeine;sedang;KOPI GULA AREN;SANGER;15.06;52:07.4
caffeine;sedang;KOPI SODA;SANGER;13.75;52:07.4
caffeine;sedang;KOPI SODA;TEH STRAWBERRY;13.5;52:07.4
caffeine;sedang;SANGER;TEH STRAWBERRY;11.3;52:07.4
temperature;dingin;JAHE MERAH;KOPI GULA AREN;6.73;52:07.4
temperature;dingin;JAHE MERAH;KOPI SODA;4;52:07.4
temperature;dingin;JAHE MERAH;SANGER;10.46;52:07.4
temperature;dingin;JAHE MERAH;TEH STRAWBERRY;20.26;52:07.4
temperature;dingin;KOPI GULA AREN;KOPI SODA;2.43;52:07.4
temperature;dingin;KOPI GULA AREN;SANGER;6.7445;52:07.4
temperature;dingin;KOPI GULA AREN;TEH LEMON;10.98;52:07.4
temperature;dingin;KOPI GULA AREN;TEH STRAWBERRY;6.2;52:07.4
temperature;dingin;KOPI SODA;SANGER;4.695;52:07.4
temperature;dingin;KOPI SODA;TEH LEMON;5.63;52:07.4
temperature;dingin;KOPI SODA;TEH STRAWBERRY;4.365;52:07.4
temperature;dingin;SANGER;TEH LEMON;8.991;52:07.4
temperature;dingin;SANGER;TEH STRAWBERRY;9.22;52:07.4
budget;high;JAHE MERAH;KOPI SODA;4;52:07.4
budget;high;JAHE MERAH;SANGER;9.73;52:07.4
budget;high;KOPI GULA AREN;KOPI SODA;5.03;52:07.4
budget;high;KOPI GULA AREN;SANGER;11.625;52:07.4
budget;high;KOPI GULA AREN;TEH LEMON;8.245;52:07.4
budget;high;KOPI GULA AREN;TEH STRAWBERRY;11.63;52:07.4
budget;high;KOPI SODA;SANGER;5.16;52:07.4
budget;high;KOPI SODA;TEH LEMON;4.465;52:07.4
budget;high;KOPI SODA;TEH STRAWBERRY;6.995;52:07.4
budget;high;SANGER;TEH STRAWBERRY;13.18;52:07.4
taste;pahit;KOPI LEMON;TEH JAHE;14.2;52:07.4
taste;pahit;KOPI SODA;TEH JAHE;11.65;52:07.4
mood;rileks;KOPI GULA AREN;KOPI SODA;9.59;52:07.4
mood;rileks;KOPI LEMON;KOPI SODA;8.9;52:07.4
mood;rileks;KOPI LEMON;TEH JAHE;7.495;52:07.4
mood;rileks;KOPI SODA;TEH JAHE;4.3;52:07.4
texture;light;KOPI GULA AREN;KOPI LEMON;12.3695;52:07.4
texture;light;KOPI GULA AREN;KOPI SODA;6.6745;52:07.4
texture;light;KOPI LEMON;KOPI SODA;2.3;52:07.4
texture;light;KOPI SODA;TEH JAHE;3.15;52:07.4
caffeine;sedang;KOPI GULA AREN;KOPI LEMON;14.76;52:07.4
caffeine;sedang;KOPI SODA;TEH JAHE;3.1;52:07.4
temperature;bebas;KOPI GULA AREN;KOPI SODA;15.984;52:07.4
temperature;bebas;KOPI GULA AREN;TEH JAHE;6.4;52:07.4
temperature;bebas;KOPI LEMON;KOPI SODA;13.619;52:07.4
temperature;bebas;KOPI LEMON;TEH JAHE;6.1;52:07.4
temperature;bebas;KOPI SODA;TEH JAHE;7.35;52:07.4
budget;bebas;KOPI GULA AREN;KOPI SODA;10.16;52:07.4
budget;bebas;KOPI LEMON;TEH JAHE;7.76;52:07.4
budget;bebas;KOPI SODA;TEH JAHE;3;52:07.4
mood;rileks;BISCOFFEE;STRAWBERRY;43.5;52:07.4
mood;rileks;MANGO;TEH;29.9;52:07.4
texture;bubbly;BISCOFFEE;MANGO;18.96;52:07.4
texture;bubbly;BISCOFFEE;TEH;34.1295;52:07.4
texture;bubbly;MANGO;STRAWBERRY;21.802;52:07.4
texture;bubbly;MANGO;TEH;18.1;52:07.4
texture;bubbly;STRAWBERRY;TEH;23.3;52:07.4
caffeine;tinggi;BISCOFFEE;MANGO;12.49;52:07.4
caffeine;tinggi;BISCOFFEE;STRAWBERRY;18.16;52:07.4
caffeine;tinggi;MANGO;STRAWBERRY;7.03;52:07.4
caffeine;tinggi;MANGO;TEH;15.33;52:07.4
caffeine;tinggi;STRAWBERRY;TEH;17.2;52:07.4
temperature;dingin;MANGO;TEH;34.56;52:07.4
budget;low;BISCOFFEE;MANGO;27.59;52:07.4
budget;low;BISCOFFEE;STRAWBERRY;30.66;52:07.4
budget;low;BISCOFFEE;TEH;46.3195;52:07.4
budget;low;MANGO;STRAWBERRY;17.58;52:07.4
budget;low;MANGO;TEH;19.66;52:07.4
budget;low;STRAWBERRY;TEH;22.66;52:07.4
mood;menyegarkan;AVOCADO;BISCOFFEE;17.7;52:07.4
mood;menyegarkan;AVOCADO;CRUNCHY CREAMY;16.675;52:07.4
mood;menyegarkan;AVOCADO;MANGO;12.4635;52:07.4
mood;menyegarkan;AVOCADO;TEH;11.8;52:07.4
mood;menyegarkan;BISCOFFEE;TEH;19.685;52:07.4
mood;menyegarkan;CRUNCHY CREAMY;TEH;11.5;52:07.4
texture;heavy;AVOCADO;MANGO;11.279;52:07.4
texture;heavy;AVOCADO;TEH;14.5;52:07.4
texture;heavy;BISCOFFEE;MANGO;23.43;52:07.4
texture;heavy;CRUNCHY CREAMY;MANGO;12.29;52:07.4
texture;heavy;CRUNCHY CREAMY;TEH;13.1;52:07.4
texture;heavy;MANGO;TEH;13.23;52:07.4
caffeine;non-kafein;BISCOFFEE;TEH;37.7;52:07.4
caffeine;non-kafein;CRUNCHY CREAMY;TEH;36.7;52:07.4
temperature;dingin;AVOCADO;MANGO;30.8395;52:07.4
budget;low;AVOCADO;BISCOFFEE;32.63;52:07.4
budget;low;AVOCADO;CRUNCHY CREAMY;26.955;52:07.4
budget;low;AVOCADO;MANGO;17.5245;52:07.4
budget;low;AVOCADO;TEH;21;52:07.4
budget;low;BISCOFFEE;CRUNCHY CREAMY;30.8;52:07.4
budget;low;CRUNCHY CREAMY;MANGO;24.83;52:07.4
budget;low;CRUNCHY CREAMY;TEH;18.4;52:07.4
taste;netral;JAHE MERAH;LEMON SQUASH;23.825;52:07.4
taste;netral;JAHE MERAH;TEH LECI;30.31;52:07.4
taste;netral;LEMON SQUASH;TEH LECI;18.06;52:07.4
taste;netral;LEMON SQUASH;TEH STRAWBERRY;16.06;52:07.4
taste;netral;TEH LECI;TEH STRAWBERRY;30.29;52:07.4
mood;rileks;JAHE MERAH;LEMON SQUASH;11.895;52:07.4
mood;rileks;JAHE MERAH;TEH STRAWBERRY;22.1;52:07.4
mood;rileks;LEMON SQUASH;TEH LECI;6.2;52:07.4
mood;rileks;LEMON SQUASH;TEH STRAWBERRY;7.6;52:07.4
mood;rileks;TEH LECI;TEH STRAWBERRY;10.35;52:07.4
texture;creamy;JAHE MERAH;LEMON SQUASH;6.095;52:07.4
texture;creamy;JAHE MERAH;TEH LECI;14.13;52:07.4
texture;creamy;LEMON SQUASH;TEH LECI;10.11;52:07.4
texture;creamy;LEMON SQUASH;TEH STRAWBERRY;10.46;52:07.4
texture;creamy;TEH LECI;TEH STRAWBERRY;20.115;52:07.4
caffeine;sedang;JAHE MERAH;LEMON SQUASH;6.5;52:07.4
caffeine;sedang;JAHE MERAH;TEH LECI;15.53;52:07.4
caffeine;sedang;LEMON SQUASH;TEH LECI;13.06;52:07.4
caffeine;sedang;LEMON SQUASH;TEH STRAWBERRY;9.06;52:07.4
caffeine;sedang;TEH LECI;TEH STRAWBERRY;13;52:07.4
temperature;dingin;JAHE MERAH;TEH LECI;18.96;52:07.4
temperature;dingin;LEMON SQUASH;TEH LECI;27.43;52:07.4
temperature;dingin;TEH LECI;TEH STRAWBERRY;21.851;52:07.4
budget;low;JAHE MERAH;LEMON SQUASH;7.395;52:07.4
budget;low;JAHE MERAH;TEH LECI;11.73;52:07.4
budget;low;JAHE MERAH;TEH STRAWBERRY;14.46;52:07.4
budget;low;LEMON SQUASH;TEH LECI;10.76;52:07.4
budget;low;TEH LECI;TEH STRAWBERRY;16.27;52:07.4
