question,answer,co_occurrence,sim_rasa_manis,diff_rasa_manis,diff_sweetness_score,diff_kafein_score,sim_kafein_score,prod_tekstur_HEAVY,diff_tekstur_LIGHT,diff_carbonated_score,sim_tekstur_LIGHT,avg_tekstur_HEAVY,sim_carbonated_score,taste_consistency,prod_sweetness_score,avg_kafein_score,prod_harga,avg_harga,sim_harga,export_timestamp,source_users,source_seed
caffeine,sedang,13.13,0.6666666666666667,0.3333333333333333,0.49999999999999994,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,11.600000000000001,0.6666666666666667,0.3333333333333333,0.49999999999999994,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,6.43,0.7777777777777778,0.2222222222222222,0.19999999999999996,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,12.93,0.6666666666666667,0.3333333333333333,0.49999999999999994,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,11.8,0.8888888888888888,0.11111111111111116,0.19999999999999996,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,13.49,0.7777777777777778,0.2222222222222222,0.49999999999999994,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,7.6,0.7777777777777778,0.2222222222222222,0.49999999999999994,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,11.33,0.7777777777777778,0.2222222222222222,0.19999999999999996,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,12.63,1.0,0.0,0.0,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,10.760000000000002,0.5555555555555556,0.4444444444444444,0.5,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,7.43,0.6666666666666666,0.33333333333333337,0.5,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,5.3,0.7777777777777778,0.22222222222222224,0.2,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,20.02,0.7777777777777778,0.22222222222222224,0.2,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,16.17,0.888888888888889,0.11111111111111108,0.2,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,17.540000000000003,0.7777777777777778,0.22222222222222224,0.5,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,4.0,0.4444444444444444,0.5555555555555556,0.8,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,10.43,0.4444444444444444,0.5555555555555556,0.7,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,9.16,0.5555555555555556,0.4444444444444444,0.5,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,7.960000000000001,0.7777777777777778,0.22222222222222224,0.2,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,12.63,0.7777777777777778,0.22222222222222224,0.2,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,10.700000000000001,0.6666666666666666,0.33333333333333337,0.5,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,12.4,0.7777777777777778,0.22222222222222224,0.2,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,9.93,0.5555555555555556,0.4444444444444444,0.5,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,12.56,0.6666666666666666,0.33333333333333337,0.2,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,6.3,0.6666666666666666,0.33333333333333337,0.2,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,3.0,0.6666666666666666,0.33333333333333337,0.5,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,12.45,0.5555555555555556,0.4444444444444444,0.5,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,13.59,0.7777777777777778,0.22222222222222224,0.2,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,20.490000000000002,0.888888888888889,0.11111111111111108,0.2,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,14.75,0.7777777777777778,0.22222222222222224,0.5,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,10.2,0.4444444444444444,0.5555555555555556,0.7,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,11.299999999999999,0.5555555555555556,0.4444444444444444,0.5,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,2.1,0.7777777777777778,0.22222222222222224,0.2,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,9.4,0.7777777777777778,0.22222222222222224,0.2,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,12.1,0.6666666666666666,0.33333333333333337,0.5,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,8.299999999999999,0.7777777777777778,0.22222222222222224,0.2,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,5.0,0.5555555555555556,0.4444444444444444,0.5,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,15.7,0.6666666666666666,0.33333333333333337,0.2,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,14.459999999999999,0.888888888888889,0.11111111111111105,0.0,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,5.43,0.7777777777777779,0.22222222222222215,0.3,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,7.43,0.7777777777777779,0.22222222222222215,0.3,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,8.59,0.7777777777777779,0.22222222222222215,0.3,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,11.330000000000002,0.6666666666666667,0.3333333333333333,0.3,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,15.290000000000001,0.7777777777777779,0.22222222222222215,0.0,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,9.3,0.8888888888888888,0.11111111111111116,0.30000000000000004,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,5.3,0.8888888888888888,0.11111111111111116,0.19999999999999996,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,15.459999999999999,1.0,0.0,0.0,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,10.030000000000001,0.7777777777777779,0.22222222222222215,0.3,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,8.13,0.7777777777777779,0.22222222222222215,0.3,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,20.39,0.888888888888889,0.11111111111111105,0.0,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,16.290000000000003,0.7777777777777779,0.22222222222222215,0.3,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,10.6,1.0,0.0,0.0,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,4.3,0.888888888888889,0.11111111111111105,0.3,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,4.0,0.888888888888889,0.11111111111111105,0.3,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,8.0,0.888888888888889,0.11111111111111105,0.0,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,3.0,0.8888888888888888,0.1111111111111111,0.3,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,7.6,0.8888888888888888,0.1111111111111111,0.3,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,5.33,0.8888888888888888,0.1111111111111111,0.3,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,1.54,0.6666666666666666,0.33333333333333337,0.30000000000000004,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,5.590000000000001,0.7777777777777777,0.22222222222222227,0.3,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,8.629999999999999,0.8888888888888888,0.1111111111111111,0.0,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,2.6,0.7777777777777778,0.2222222222222222,0.30000000000000004,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,4.6,0.7777777777777778,0.2222222222222222,0.19999999999999996,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,12.490000000000002,0.888888888888889,0.11111111111111105,0.0,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,4.73,0.8888888888888888,0.1111111111111111,0.3,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,7.029999999999999,0.8888888888888888,0.1111111111111111,0.3,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,9.76,1.0,0.0,0.0,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,7.930000000000001,0.8888888888888888,0.1111111111111111,0.3,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,6.03,1.0,0.0,0.3,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,9.5,1.0,0.0,0.3,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,10.330000000000002,1.0,0.0,0.0,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,8.03,1.0,0.0,0.0,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,4.6,1.0,0.0,0.0,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,1.3,0.8888888888888888,0.11111111111111116,0.0,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,4.03,1.0,0.0,0.3,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,4.3,0.6666666666666667,0.3333333333333333,0.6000000000000001,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,3.43,0.6666666666666667,0.3333333333333333,0.49999999999999994,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,8.16,0.7777777777777779,0.22222222222222215,0.3,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,10.76,1.0,0.0,0.0,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,5.73,1.0,0.0,0.0,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,11.059999999999999,0.8888888888888888,0.1111111111111111,0.3,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,3.73,1.0,0.0,0.0,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,10.190000000000001,0.7777777777777779,0.22222222222222215,0.3,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,8.06,0.8888888888888888,0.1111111111111111,0.0,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,5.6,0.8888888888888888,0.1111111111111111,0.0,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,2.3,0.8888888888888888,0.1111111111111111,0.3,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,6.63,1.0,0.0,0.0,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,2.3,0.8888888888888888,0.11111111111111116,0.0,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,2.3,1.0,0.0,0.3,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,8.9,0.6666666666666667,0.3333333333333333,0.6000000000000001,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,10.32,0.6666666666666667,0.3333333333333333,0.49999999999999994,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,14.48,0.7777777777777779,0.22222222222222215,0.3,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,13.650000000000002,1.0,0.0,0.0,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,10.36,1.0,0.0,0.0,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,13.180000000000001,0.8888888888888888,0.1111111111111111,0.3,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,8.719999999999999,1.0,0.0,0.0,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,6.290000000000001,0.7777777777777779,0.22222222222222215,0.3,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,5.16,0.8888888888888888,0.1111111111111111,0.0,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,4.6,0.8888888888888888,0.1111111111111111,0.0,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,5.8999999999999995,0.8888888888888888,0.1111111111111111,0.3,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,22.05,0.8888888888888888,0.11111111111111116,0.0,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,11.76,1.0,0.0,0.3,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,3.0,0.6666666666666667,0.3333333333333333,0.6000000000000001,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,16.36,0.6666666666666667,0.3333333333333333,0.49999999999999994,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,6.960000000000001,0.7777777777777779,0.22222222222222215,0.3,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,12.030000000000001,1.0,0.0,0.0,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,6.199999999999999,1.0,0.0,0.0,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,12.660000000000002,0.8888888888888888,0.1111111111111111,0.3,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,12.270000000000001,1.0,0.0,0.0,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,7.599999999999999,0.7777777777777779,0.22222222222222215,0.3,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,10.13,0.8888888888888888,0.1111111111111111,0.0,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,4.0,0.8888888888888888,0.1111111111111111,0.0,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,5.54,0.8888888888888888,0.1111111111111111,0.3,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,3.3,0.8888888888888888,0.11111111111111116,0.0,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,8.3,0.8888888888888888,0.11111111111111116,0.10000000000000009,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,1.0,0.6666666666666666,0.33333333333333337,0.30000000000000004,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,16.86,0.8888888888888888,0.11111111111111116,0.3,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,4.73,0.5555555555555556,0.4444444444444445,0.6000000000000001,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,10.3,0.5555555555555556,0.4444444444444445,0.49999999999999994,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,8.96,0.6666666666666667,0.3333333333333333,0.3,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,10.629999999999999,0.8888888888888888,0.11111111111111116,0.0,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,10.4,0.8888888888888888,0.11111111111111116,0.0,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,15.729999999999999,0.7777777777777777,0.22222222222222227,0.3,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,14.84,0.8888888888888888,0.11111111111111116,0.0,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,7.1,0.6666666666666667,0.3333333333333333,0.3,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,9.2,0.7777777777777777,0.22222222222222227,0.0,0.0,1.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,3.3,0.7777777777777777,0.22222222222222227,0.0,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,5.43,0.7777777777777777,0.22222222222222227,0.3,1.0,0.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,6.0,0.6666666666666667,0.3333333333333333,0.30000000000000004,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,10.6,0.6666666666666667,0.3333333333333333,0.19999999999999996,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,8.700000000000001,0.7777777777777779,0.22222222222222215,0.0,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,8.8,1.0,0.0,0.3,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,12.2,1.0,0.0,0.3,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,16.14,0.8888888888888888,0.1111111111111111,0.0,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,11.4,1.0,0.0,0.3,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,14.8,0.7777777777777779,0.22222222222222215,0.0,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,12.3,0.8888888888888888,0.1111111111111111,0.3,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,7.0,0.8888888888888888,0.1111111111111111,0.3,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,2.6,0.8888888888888888,0.1111111111111111,0.0,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,27.290000000000006,1.0,0.0,0.10000000000000009,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,11.92,0.8888888888888888,0.11111111111111116,0.30000000000000004,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,11.660000000000002,0.6666666666666667,0.3333333333333333,0.6000000000000001,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,9.19,0.6666666666666667,0.3333333333333333,0.6000000000000001,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,17.520000000000003,0.7777777777777778,0.2222222222222222,0.30000000000000004,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,5.73,0.6666666666666667,0.3333333333333333,0.6000000000000001,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,9.020000000000001,0.8888888888888888,0.11111111111111116,0.30000000000000004,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,14.520000000000001,0.7777777777777778,0.2222222222222222,0.6000000000000001,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,10.93,0.7777777777777778,0.2222222222222222,0.6000000000000001,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,5.9,0.7777777777777778,0.2222222222222222,0.30000000000000004,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,12.760000000000002,0.8888888888888888,0.11111111111111116,0.19999999999999996,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,13.16,0.6666666666666667,0.3333333333333333,0.49999999999999994,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,10.9,0.6666666666666667,0.3333333333333333,0.49999999999999994,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,12.39,0.7777777777777778,0.2222222222222222,0.19999999999999996,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,15.29,0.6666666666666667,0.3333333333333333,0.49999999999999994,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,6.3,0.8888888888888888,0.11111111111111116,0.19999999999999996,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,10.299999999999999,0.7777777777777778,0.2222222222222222,0.49999999999999994,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,9.73,0.7777777777777778,0.2222222222222222,0.49999999999999994,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,9.03,0.7777777777777778,0.2222222222222222,0.19999999999999996,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,14.26,0.7777777777777779,0.22222222222222215,0.3,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,11.489999999999998,0.7777777777777779,0.22222222222222215,0.3,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,19.29,0.888888888888889,0.11111111111111105,0.0,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,11.16,0.7777777777777779,0.22222222222222215,0.3,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,9.16,1.0,0.0,0.0,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,15.46,0.888888888888889,0.11111111111111105,0.3,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,6.3,0.888888888888889,0.11111111111111105,0.3,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,4.0,0.888888888888889,0.11111111111111105,0.0,1.0,0.0,,1.0,,0.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
caffeine,sedang,9.3,1.0,0.0,0.0,0.0,1.0,,0.0,,1.0,,,,,,,,,2025-10-06 18:41:52.139980,1500,42
