user_id;taste;mood;texture;caffeine;temperature;budget;selected_item_1;selected_item_2;selected_item_3;selected_item_4;selected_item_5;selected_item_6;n_selected_items;export_timestamp
192;manis;menyegarkan;heavy;non-kafein;bebas;bebas;STRAWBERRY;AVOCADO;KOPI GULA AREN;CHOCOLATE;BISCOFFEE;;5;51:58.1
193;netral;menyegarkan;light;sedang;dingin;low;VARIASI PINK;TEH STRAWBERRY;MACCHIATO;KOPI LEMON;TEH HIJAU;;5;51:58.1
194;manis;menyegarkan;creamy;rendah;dingin;bebas;KOPI GULA AREN;MANGO;BISCOFFEE;CRUNCHY CREAMY;STRAWBERRY;;5;51:58.1
195;netral;manis;creamy;sedang;panas;low;LYCHEE SQUASH;TEH JAHE SEREH;TEH JAHE;LEMON SQUASH;KOPI GULA AREN;MACCHIATO;6;51:58.1
196;manis;manis;creamy;rendah;bebas;low;KOPI GULA AREN;CHOCOLATE;AVOCADO;STRAWBERRY;MANGO;;5;51:58.1
197;asam;menyegarkan;bubbly;sedang;dingin;low;TEH JAHE SEREH;TEH LEMON;CAPPUCCINO;;;;3;51:58.1
198;asam;menyegarkan;light;rendah;dingin;high;KOPI LEMON;LYCHEE SQUASH;TEH LECI;;;;3;51:58.1
199;pahit;energi;heavy;sedang;dingin;mid;TEH STRAWBERRY;KOPI SODA;AMERICANO;;;;3;51:58.1
200;pahit;rileks;light;tinggi;bebas;bebas;MOCHACCINO;KOPI LEMON;TEH;SANGER;MACCHIATO;;5;51:58.1
201;manis;rileks;bubbly;rendah;panas;high;CHOCOLATE;MANGO;BANANA;CRUNCHY CREAMY;TEH;;5;51:58.1
202;asam;menyegarkan;bubbly;non-kafein;dingin;high;TELANG SQUASH;LEMON SQUASH;VARIASI PINK;LYCHEE SQUASH;MACCHIATO;MOCHACCINO;6;51:58.1
203;netral;rileks;heavy;rendah;dingin;bebas;LEMON KISS;KOPI SUSU;MACCHIATO;STRAWBERRY;;;4;51:58.1
204;asam;menyegarkan;bubbly;rendah;dingin;bebas;LYCHEE SQUASH;LEMON KISS;TEH LEMON;;;;3;51:58.1
205;asam;manis;light;tinggi;dingin;bebas;TEH LEMON;BERRY SQUASH;CRUNCHY CREAMY;BISCOFFEE;AMERICANO;CHOCOLATE;6;51:58.1
206;pahit;rileks;bubbly;sedang;panas;bebas;KOPI GULA AREN;MOCHACCINO;ESPRESSO;SANGER;TEH STRAWBERRY;JAHE MERAH;6;51:58.1
207;pahit;energi;heavy;sedang;panas;mid;BISCOFFEE;KOPI SODA;AMERICANO;KOPI LEMON;KOPI GULA AREN;;5;51:58.1
208;manis;manis;bubbly;sedang;bebas;low;BISCOFFEE;TEH;AVOCADO;MANGO;CRUNCHY CREAMY;KOPI GULA AREN;6;51:58.1
209;pahit;rileks;bubbly;tinggi;panas;bebas;BISCOFFEE;TEH SEREH;ESPRESSO;TEH JAHE;KOPI SUSU;MACCHIATO;6;51:58.1
210;manis;manis;heavy;non-kafein;dingin;high;MANGO;STRAWBERRY;BANANA;;;;3;51:58.1
211;asam;menyegarkan;bubbly;rendah;bebas;mid;KOPI LEMON;TEH LEMON;TELANG SQUASH;AMERICANO;TEH;MOCHACCINO;6;51:58.1
212;pahit;menyegarkan;heavy;sedang;bebas;high;MACCHIATO;TEH JAHE;ESPRESSO;TEH HIJAU;KOPI LEMON;;5;51:58.1
213;asam;menyegarkan;bubbly;non-kafein;dingin;mid;CRUNCHY CREAMY;LEMON SQUASH;LEMON KISS;;;;3;51:58.1
214;manis;rileks;creamy;non-kafein;panas;bebas;MANGO;BANANA;STRAWBERRY;AVOCADO;CHOCOLATE;CRUNCHY CREAMY;6;51:58.1
215;netral;menyegarkan;bubbly;sedang;panas;mid;LEMON SQUASH;LYCHEE SQUASH;TEH SEREH;BERRY SQUASH;TEH JAHE;;5;51:58.1
216;manis;energi;creamy;non-kafein;dingin;mid;CHOCOLATE;CRUNCHY CREAMY;STRAWBERRY;;;;3;51:58.1
217;pahit;energi;light;tinggi;bebas;bebas;CAPPUCCINO;KOPI SUSU;KOPI GULA AREN;;;;3;51:58.1
218;manis;rileks;creamy;rendah;bebas;bebas;BISCOFFEE;CHOCOLATE;MANGO;AVOCADO;;;4;51:58.1
219;netral;energi;light;sedang;dingin;high;STRAWBERRY;MOCHACCINO;LEMON SQUASH;KOPI SUSU;TEH HIJAU;SANGER;6;51:58.1
220;asam;menyegarkan;bubbly;non-kafein;dingin;high;CHOCOLATE;VARIASI PINK;LEMON SQUASH;MACCHIATO;KOPI SUSU;;5;51:58.1
221;pahit;manis;heavy;sedang;bebas;high;KOPI SUSU;TEH STRAWBERRY;CAPPUCCINO;KOPI GULA AREN;KOPI SODA;JAHE MERAH;6;51:58.1
222;netral;menyegarkan;creamy;sedang;panas;mid;VARIASI PINK;MOCHACCINO;KOPI GULA AREN;TEH JAHE SEREH;TEH HIJAU;;5;51:58.1
223;pahit;manis;bubbly;tinggi;panas;high;MACCHIATO;AMERICANO;TEH HIJAU;TEH LECI;TEH;ESPRESSO;6;51:58.1
224;manis;energi;creamy;non-kafein;bebas;mid;STRAWBERRY;AVOCADO;BANANA;;;;3;51:58.1
225;manis;manis;light;non-kafein;panas;low;AVOCADO;CRUNCHY CREAMY;BISCOFFEE;KOPI GULA AREN;;;4;51:58.1
226;manis;menyegarkan;creamy;non-kafein;dingin;mid;MANGO;CRUNCHY CREAMY;BISCOFFEE;CHOCOLATE;STRAWBERRY;;5;51:58.1
227;asam;energi;light;non-kafein;bebas;high;LYCHEE SQUASH;LEMON SQUASH;LEMON KISS;;;;3;51:58.1
228;pahit;rileks;heavy;tinggi;bebas;high;MOCHACCINO;MACCHIATO;TEH JAHE SEREH;TEH;;;4;51:58.1
229;pahit;manis;heavy;sedang;bebas;mid;TEH JAHE;TEH HIJAU;TEH SEREH;BISCOFFEE;MOCHACCINO;KOPI SODA;6;51:58.1
230;manis;manis;creamy;non-kafein;bebas;bebas;MANGO;BISCOFFEE;TEH;STRAWBERRY;CHOCOLATE;CRUNCHY CREAMY;6;51:58.1
231;manis;rileks;creamy;rendah;bebas;high;KOPI GULA AREN;BANANA;STRAWBERRY;MANGO;;;4;51:58.1
232;asam;menyegarkan;light;non-kafein;dingin;low;TELANG SQUASH;LYCHEE SQUASH;BERRY SQUASH;LEMON SQUASH;;;4;51:58.1
233;asam;energi;bubbly;rendah;dingin;mid;LEMON SQUASH;TEH JAHE;STRAWBERRY;;;;3;51:58.1
234;netral;energi;creamy;rendah;panas;high;LEMON KISS;STRAWBERRY;KOPI LEMON;SANGER;TEH STRAWBERRY;;5;51:58.1
235;asam;menyegarkan;bubbly;rendah;bebas;low;LYCHEE SQUASH;BERRY SQUASH;AMERICANO;;;;3;51:58.1
236;manis;menyegarkan;creamy;rendah;dingin;bebas;BISCOFFEE;STRAWBERRY;TEH;AVOCADO;BANANA;;5;51:58.1
237;pahit;rileks;heavy;tinggi;panas;mid;TEH;KOPI GULA AREN;MACCHIATO;KOPI SODA;TEH HIJAU;TEH JAHE;6;51:58.1
238;manis;menyegarkan;bubbly;non-kafein;bebas;high;BANANA;AVOCADO;CRUNCHY CREAMY;STRAWBERRY;MANGO;;5;51:58.1
239;asam;menyegarkan;heavy;rendah;dingin;bebas;LYCHEE SQUASH;CAPPUCCINO;SANGER;;;;3;51:58.1
240;asam;menyegarkan;bubbly;non-kafein;dingin;mid;MANGO;LEMON SQUASH;BERRY SQUASH;;;;3;51:58.1
241;pahit;energi;creamy;tinggi;panas;bebas;KOPI LEMON;TEH HIJAU;KOPI GULA AREN;;;;3;51:58.1
242;netral;energi;light;sedang;dingin;bebas;LEMON KISS;MOCHACCINO;TEH HIJAU;;;;3;51:58.1
243;asam;menyegarkan;bubbly;non-kafein;dingin;high;VARIASI PINK;CHOCOLATE;LEMON KISS;BERRY SQUASH;MACCHIATO;;5;51:58.1
244;manis;manis;light;non-kafein;bebas;low;BANANA;CHOCOLATE;CRUNCHY CREAMY;TEH;AVOCADO;BISCOFFEE;6;51:58.1
245;manis;rileks;creamy;rendah;dingin;mid;BISCOFFEE;AVOCADO;MANGO;;;;3;51:58.1
246;pahit;rileks;bubbly;tinggi;bebas;low;AMERICANO;BISCOFFEE;TEH SEREH;ESPRESSO;SANGER;;5;51:58.1
247;pahit;energi;creamy;sedang;panas;low;MACCHIATO;TEH LECI;TEH JAHE SEREH;KOPI SODA;KOPI SUSU;;5;51:58.1
248;asam;menyegarkan;bubbly;rendah;dingin;mid;KOPI LEMON;TEH JAHE;AMERICANO;BERRY SQUASH;SANGER;;5;51:58.1
249;manis;manis;creamy;non-kafein;bebas;bebas;STRAWBERRY;CRUNCHY CREAMY;AVOCADO;KOPI GULA AREN;TEH;BISCOFFEE;6;51:58.1
250;asam;menyegarkan;bubbly;sedang;dingin;high;TEH LEMON;TEH LECI;TEH SEREH;TEH JAHE;;;4;51:58.1
251;netral;manis;bubbly;rendah;dingin;bebas;TEH STRAWBERRY;TEH JAHE;TELANG SQUASH;SANGER;KOPI SUSU;KOPI GULA AREN;6;51:58.1
252;pahit;rileks;light;sedang;panas;low;TEH;MOCHACCINO;KOPI LEMON;MACCHIATO;;;4;51:58.1
253;pahit;energi;bubbly;sedang;panas;bebas;KOPI SUSU;BISCOFFEE;TEH LECI;TEH LEMON;KOPI GULA AREN;;5;51:58.1
254;asam;menyegarkan;light;rendah;bebas;low;KOPI GULA AREN;TEH LEMON;LEMON KISS;;;;3;51:58.1
255;netral;energi;light;tinggi;bebas;high;STRAWBERRY;KOPI SUSU;MACCHIATO;TEH SEREH;LYCHEE SQUASH;;5;51:58.1
256;pahit;energi;creamy;sedang;bebas;bebas;SANGER;KOPI SODA;KOPI GULA AREN;TEH;;;4;51:58.1
257;asam;menyegarkan;bubbly;rendah;dingin;high;KOPI GULA AREN;LEMON SQUASH;TELANG SQUASH;MANGO;STRAWBERRY;;5;51:58.1
258;asam;menyegarkan;light;tinggi;dingin;high;TEH;KOPI LEMON;TEH LEMON;CAPPUCCINO;LEMON KISS;;5;51:58.1
259;asam;manis;bubbly;rendah;dingin;mid;LEMON SQUASH;TEH;TEH LEMON;CRUNCHY CREAMY;TEH JAHE;LYCHEE SQUASH;6;51:58.1
260;pahit;energi;bubbly;sedang;dingin;bebas;BISCOFFEE;KOPI SODA;TEH LECI;CAPPUCCINO;KOPI LEMON;TEH JAHE SEREH;6;51:58.1
261;netral;energi;creamy;rendah;dingin;high;TEH JAHE SEREH;BERRY SQUASH;TEH SEREH;;;;3;51:58.1
262;asam;menyegarkan;light;non-kafein;bebas;bebas;TELANG SQUASH;KOPI LEMON;TEH LEMON;MANGO;;;4;51:58.1
263;manis;rileks;creamy;rendah;bebas;mid;BISCOFFEE;MANGO;BANANA;CRUNCHY CREAMY;;;4;51:58.1
264;asam;menyegarkan;light;rendah;dingin;mid;KOPI LEMON;MANGO;BERRY SQUASH;LYCHEE SQUASH;LEMON KISS;TEH LECI;6;51:58.1
265;asam;menyegarkan;light;rendah;dingin;high;BERRY SQUASH;LEMON SQUASH;LEMON KISS;TEH LECI;AMERICANO;;5;51:58.1
266;netral;energi;creamy;non-kafein;panas;high;TEH LECI;KOPI LEMON;LEMON KISS;TEH JAHE;;;4;51:58.1
267;netral;energi;light;tinggi;dingin;mid;BERRY SQUASH;KOPI SUSU;KOPI GULA AREN;;;;3;51:58.1
268;netral;energi;creamy;rendah;dingin;high;TEH LECI;TEH JAHE;STRAWBERRY;;;;3;51:58.1
269;asam;menyegarkan;light;rendah;panas;bebas;LYCHEE SQUASH;TEH LEMON;MACCHIATO;TEH;KOPI LEMON;;5;51:58.1
270;manis;rileks;creamy;rendah;bebas;mid;CHOCOLATE;CRUNCHY CREAMY;BISCOFFEE;STRAWBERRY;;;4;51:58.1
271;manis;rileks;creamy;non-kafein;dingin;mid;MANGO;BANANA;TEH;KOPI GULA AREN;;;4;51:58.1
272;netral;energi;creamy;tinggi;dingin;low;LYCHEE SQUASH;TEH;KOPI GULA AREN;TEH HIJAU;;;4;51:58.1
273;pahit;rileks;bubbly;tinggi;bebas;high;TEH SEREH;KOPI LEMON;MACCHIATO;TEH LEMON;JAHE MERAH;ESPRESSO;6;51:58.1
274;netral;energi;light;sedang;dingin;mid;LYCHEE SQUASH;TEH STRAWBERRY;TEH;;;;3;51:58.1
275;asam;menyegarkan;bubbly;non-kafein;dingin;mid;STRAWBERRY;JAHE MERAH;MACCHIATO;LYCHEE SQUASH;LEMON SQUASH;TELANG SQUASH;6;51:58.1
276;pahit;rileks;bubbly;sedang;panas;mid;TEH LECI;TEH JAHE;MOCHACCINO;;;;3;51:58.1
277;netral;rileks;light;rendah;bebas;low;STRAWBERRY;LEMON KISS;KOPI LEMON;SANGER;;;4;51:58.1
278;pahit;rileks;light;sedang;bebas;high;AMERICANO;KOPI GULA AREN;JAHE MERAH;KOPI SODA;KOPI LEMON;SANGER;6;51:58.1
279;netral;menyegarkan;bubbly;sedang;panas;bebas;BERRY SQUASH;TEH SEREH;STRAWBERRY;TEH STRAWBERRY;TELANG SQUASH;;5;51:58.1
280;asam;menyegarkan;light;non-kafein;dingin;high;TELANG SQUASH;LYCHEE SQUASH;LEMON SQUASH;STRAWBERRY;CRUNCHY CREAMY;JAHE MERAH;6;51:58.1
281;netral;energi;creamy;rendah;dingin;bebas;STRAWBERRY;MACCHIATO;JAHE MERAH;;;;3;51:58.1
282;manis;rileks;bubbly;tinggi;bebas;bebas;TEH;STRAWBERRY;BISCOFFEE;BANANA;;;4;51:58.1
283;netral;rileks;light;tinggi;dingin;high;TELANG SQUASH;LEMON KISS;KOPI GULA AREN;BERRY SQUASH;;;4;51:58.1
284;pahit;rileks;bubbly;tinggi;dingin;bebas;KOPI GULA AREN;BISCOFFEE;MOCHACCINO;;;;3;51:58.1
285;asam;menyegarkan;light;rendah;dingin;mid;LYCHEE SQUASH;TEH LEMON;KOPI LEMON;;;;3;51:58.1
286;manis;menyegarkan;bubbly;non-kafein;dingin;bebas;CRUNCHY CREAMY;CHOCOLATE;TEH;BISCOFFEE;MANGO;;5;51:58.1
287;pahit;rileks;heavy;tinggi;panas;bebas;TEH JAHE;TEH LECI;CAPPUCCINO;KOPI LEMON;MOCHACCINO;BISCOFFEE;6;51:58.1
288;asam;menyegarkan;light;rendah;bebas;low;LYCHEE SQUASH;MACCHIATO;LEMON KISS;;;;3;51:58.1
289;netral;menyegarkan;creamy;sedang;bebas;low;LYCHEE SQUASH;TEH SEREH;JAHE MERAH;KOPI GULA AREN;BERRY SQUASH;;5;51:58.1
290;netral;rileks;light;sedang;dingin;low;JAHE MERAH;LEMON SQUASH;TEH STRAWBERRY;VARIASI PINK;;;4;51:58.1
291;pahit;energi;heavy;sedang;panas;low;CAPPUCCINO;KOPI SODA;KOPI GULA AREN;MACCHIATO;KOPI LEMON;;5;51:58.1
292;manis;manis;creamy;non-kafein;dingin;high;CHOCOLATE;AVOCADO;CRUNCHY CREAMY;STRAWBERRY;;;4;51:58.1
293;netral;rileks;light;non-kafein;bebas;bebas;SANGER;STRAWBERRY;TEH JAHE;KOPI SUSU;;;4;51:58.1
294;asam;menyegarkan;creamy;rendah;bebas;high;LYCHEE SQUASH;LEMON KISS;MACCHIATO;;;;3;51:58.1
295;netral;energi;creamy;rendah;bebas;low;TEH LECI;KOPI SUSU;TEH HIJAU;MOCHACCINO;;;4;51:58.1
296;manis;energi;bubbly;rendah;panas;bebas;KOPI GULA AREN;TEH;BANANA;;;;3;51:58.1
297;pahit;energi;creamy;non-kafein;dingin;low;TEH;CAPPUCCINO;MOCHACCINO;KOPI LEMON;;;4;51:58.1
298;asam;menyegarkan;bubbly;non-kafein;bebas;high;VARIASI PINK;MACCHIATO;LYCHEE SQUASH;BERRY SQUASH;LEMON SQUASH;TELANG SQUASH;6;51:58.1
299;asam;menyegarkan;light;non-kafein;dingin;high;VARIASI PINK;KOPI LEMON;KOPI SUSU;AMERICANO;TELANG SQUASH;;5;51:58.1
300;manis;energi;creamy;rendah;dingin;low;KOPI GULA AREN;MANGO;TEH;;;;3;51:58.1
301;manis;manis;creamy;sedang;panas;low;TEH;STRAWBERRY;BISCOFFEE;KOPI GULA AREN;;;4;51:58.1
302;asam;menyegarkan;bubbly;non-kafein;dingin;high;LYCHEE SQUASH;AMERICANO;AVOCADO;MANGO;CHOCOLATE;BERRY SQUASH;6;51:58.1
303;asam;menyegarkan;light;rendah;dingin;low;LEMON SQUASH;TEH LEMON;LYCHEE SQUASH;VARIASI PINK;KOPI LEMON;;5;51:58.1
304;pahit;energi;light;tinggi;panas;bebas;TEH JAHE SEREH;BISCOFFEE;KOPI SODA;MOCHACCINO;;;4;51:58.1
305;asam;menyegarkan;bubbly;rendah;dingin;mid;KOPI LEMON;LEMON KISS;TEH LECI;TEH LEMON;TEH SEREH;;5;51:58.1
306;asam;menyegarkan;creamy;rendah;dingin;bebas;KOPI LEMON;LEMON SQUASH;BERRY SQUASH;STRAWBERRY;LYCHEE SQUASH;;5;51:58.1
307;manis;manis;bubbly;non-kafein;bebas;bebas;CRUNCHY CREAMY;BISCOFFEE;BANANA;MANGO;KOPI GULA AREN;TEH;6;51:58.1
308;asam;menyegarkan;creamy;non-kafein;dingin;high;STRAWBERRY;TEH LECI;TEH STRAWBERRY;BANANA;VARIASI PINK;;5;51:58.1
309;manis;rileks;heavy;rendah;panas;high;KOPI GULA AREN;CHOCOLATE;MANGO;CRUNCHY CREAMY;BISCOFFEE;;5;51:58.1
310;netral;menyegarkan;light;sedang;bebas;high;VARIASI PINK;TEH LECI;TEH LEMON;TEH JAHE;MOCHACCINO;;5;51:58.1
311;asam;menyegarkan;bubbly;rendah;dingin;low;LYCHEE SQUASH;KOPI LEMON;TEH STRAWBERRY;;;;3;51:58.1
312;pahit;rileks;creamy;tinggi;bebas;low;SANGER;KOPI GULA AREN;TEH LECI;TEH JAHE SEREH;;;4;51:58.1
313;manis;manis;creamy;rendah;panas;low;CHOCOLATE;TEH;STRAWBERRY;BISCOFFEE;;;4;51:58.1
314;asam;menyegarkan;bubbly;non-kafein;panas;bebas;TELANG SQUASH;LEMON SQUASH;MACCHIATO;;;;3;51:58.1
315;pahit;rileks;heavy;tinggi;dingin;mid;TEH SEREH;AMERICANO;MACCHIATO;SANGER;;;4;51:58.1
316;pahit;energi;creamy;non-kafein;panas;high;TEH HIJAU;CAPPUCCINO;KOPI SODA;TEH SEREH;;;4;51:58.1
317;netral;energi;bubbly;non-kafein;bebas;high;KOPI GULA AREN;TEH LEMON;STRAWBERRY;;;;3;51:58.1
318;asam;rileks;light;rendah;dingin;low;CHOCOLATE;MANGO;LYCHEE SQUASH;TELANG SQUASH;;;4;51:58.1
319;manis;rileks;creamy;non-kafein;panas;low;CRUNCHY CREAMY;STRAWBERRY;KOPI GULA AREN;AVOCADO;;;4;51:58.1
320;manis;manis;creamy;non-kafein;bebas;high;CHOCOLATE;MANGO;BISCOFFEE;BANANA;TEH;;5;51:58.1
321;manis;rileks;creamy;non-kafein;panas;low;MANGO;STRAWBERRY;CHOCOLATE;TEH;;;4;51:58.1
322;asam;menyegarkan;light;rendah;dingin;low;LEMON SQUASH;SANGER;MACCHIATO;;;;3;51:58.1
323;netral;rileks;creamy;rendah;bebas;mid;LEMON KISS;TEH JAHE;TEH HIJAU;TEH SEREH;LEMON SQUASH;;5;51:58.1
324;manis;manis;bubbly;tinggi;dingin;bebas;TEH;BISCOFFEE;STRAWBERRY;;;;3;51:58.1
325;manis;energi;bubbly;non-kafein;panas;mid;CRUNCHY CREAMY;STRAWBERRY;KOPI GULA AREN;;;;3;51:58.1
326;asam;menyegarkan;bubbly;non-kafein;dingin;low;VARIASI PINK;STRAWBERRY;KOPI LEMON;TEH LECI;JAHE MERAH;TEH STRAWBERRY;6;51:58.1
327;pahit;energi;heavy;tinggi;bebas;low;TEH SEREH;TEH LECI;AMERICANO;TEH;SANGER;;5;51:58.1
328;asam;menyegarkan;light;rendah;dingin;low;LEMON SQUASH;KOPI GULA AREN;LEMON KISS;;;;3;51:58.1
329;pahit;energi;bubbly;non-kafein;panas;low;TEH SEREH;KOPI GULA AREN;MOCHACCINO;TEH JAHE;MACCHIATO;;5;51:58.1
330;manis;manis;heavy;sedang;dingin;mid;KOPI GULA AREN;BISCOFFEE;MANGO;;;;3;51:58.1
331;pahit;energi;light;sedang;bebas;mid;MOCHACCINO;TEH JAHE;BISCOFFEE;;;;3;51:58.1
332;manis;menyegarkan;creamy;sedang;dingin;mid;BISCOFFEE;KOPI GULA AREN;STRAWBERRY;AVOCADO;CRUNCHY CREAMY;;5;51:58.1
333;manis;rileks;heavy;non-kafein;bebas;bebas;STRAWBERRY;CRUNCHY CREAMY;BANANA;CHOCOLATE;;;4;51:58.1
334;asam;menyegarkan;light;rendah;dingin;low;LEMON SQUASH;TEH LECI;MANGO;CAPPUCCINO;TEH LEMON;BERRY SQUASH;6;51:58.1
335;manis;manis;creamy;non-kafein;dingin;low;CRUNCHY CREAMY;CHOCOLATE;KOPI GULA AREN;MANGO;;;4;51:58.1
336;pahit;energi;heavy;sedang;bebas;bebas;TEH LEMON;KOPI GULA AREN;AMERICANO;;;;3;51:58.1
337;netral;energi;creamy;rendah;bebas;high;TEH LECI;KOPI SUSU;TEH HIJAU;;;;3;51:58.1
338;manis;rileks;creamy;rendah;bebas;bebas;CHOCOLATE;MANGO;AVOCADO;STRAWBERRY;;;4;51:58.1
339;pahit;manis;bubbly;tinggi;dingin;low;TEH JAHE;TEH SEREH;ESPRESSO;TEH JAHE SEREH;KOPI SODA;MACCHIATO;6;51:58.1
340;netral;energi;creamy;sedang;panas;mid;KOPI LEMON;TEH HIJAU;TEH STRAWBERRY;;;;3;51:58.1
341;asam;menyegarkan;light;sedang;panas;low;TEH LEMON;AMERICANO;KOPI LEMON;LEMON SQUASH;SANGER;TEH JAHE SEREH;6;51:58.1
342;netral;energi;light;sedang;bebas;high;STRAWBERRY;MACCHIATO;TEH;TEH LECI;TEH HIJAU;LEMON SQUASH;6;51:58.1
343;manis;rileks;bubbly;non-kafein;bebas;high;AVOCADO;MANGO;CHOCOLATE;;;;3;51:58.1
344;pahit;energi;bubbly;non-kafein;bebas;low;TEH HIJAU;KOPI SODA;TEH JAHE;AMERICANO;TEH;;5;51:58.1
345;pahit;energi;creamy;sedang;dingin;mid;ESPRESSO;KOPI SUSU;SANGER;KOPI SODA;TEH JAHE SEREH;KOPI GULA AREN;6;51:58.1
346;asam;menyegarkan;bubbly;rendah;dingin;mid;BERRY SQUASH;TELANG SQUASH;TEH SEREH;KOPI LEMON;TEH LEMON;;5;51:58.1
347;asam;menyegarkan;light;non-kafein;dingin;bebas;TELANG SQUASH;KOPI LEMON;VARIASI PINK;LEMON SQUASH;MOCHACCINO;;5;51:58.1
348;netral;energi;bubbly;tinggi;dingin;high;VARIASI PINK;TEH SEREH;LYCHEE SQUASH;;;;3;51:58.1
349;manis;rileks;creamy;non-kafein;bebas;mid;AVOCADO;CHOCOLATE;BANANA;STRAWBERRY;CRUNCHY CREAMY;MANGO;6;51:58.1
350;asam;menyegarkan;bubbly;non-kafein;dingin;mid;VARIASI PINK;KOPI LEMON;CRUNCHY CREAMY;TEH STRAWBERRY;AMERICANO;LYCHEE SQUASH;6;51:58.1
351;manis;manis;heavy;rendah;dingin;bebas;BISCOFFEE;MANGO;AVOCADO;STRAWBERRY;TEH;;5;51:58.1
352;pahit;energi;creamy;sedang;bebas;mid;BISCOFFEE;MOCHACCINO;KOPI GULA AREN;TEH LEMON;;;4;51:58.1
353;asam;menyegarkan;light;tinggi;dingin;low;KOPI LEMON;SANGER;LEMON KISS;AMERICANO;TEH LECI;;5;51:58.1
354;asam;menyegarkan;light;non-kafein;dingin;mid;AVOCADO;CHOCOLATE;CAPPUCCINO;;;;3;51:58.1
355;manis;energi;creamy;non-kafein;panas;low;AVOCADO;CHOCOLATE;BISCOFFEE;;;;3;51:58.1
356;pahit;energi;bubbly;tinggi;bebas;bebas;ESPRESSO;TEH SEREH;KOPI LEMON;AMERICANO;KOPI SUSU;MACCHIATO;6;51:58.1
357;asam;menyegarkan;creamy;rendah;dingin;mid;LEMON SQUASH;TEH LEMON;CAPPUCCINO;;;;3;51:58.1
358;pahit;rileks;heavy;sedang;bebas;bebas;CAPPUCCINO;SANGER;TEH;KOPI GULA AREN;ESPRESSO;;5;51:58.1
359;pahit;rileks;light;sedang;panas;bebas;MACCHIATO;AMERICANO;ESPRESSO;TEH LECI;CAPPUCCINO;TEH JAHE;6;51:58.1
360;manis;manis;light;non-kafein;panas;high;CHOCOLATE;BANANA;CRUNCHY CREAMY;BISCOFFEE;KOPI GULA AREN;MANGO;6;51:58.1
361;manis;rileks;heavy;tinggi;dingin;high;BISCOFFEE;CRUNCHY CREAMY;TEH;KOPI GULA AREN;;;4;51:58.1
362;pahit;rileks;bubbly;tinggi;bebas;low;CAPPUCCINO;TEH LEMON;TEH HIJAU;;;;3;51:58.1
363;pahit;energi;creamy;sedang;dingin;low;TEH JAHE;CAPPUCCINO;BISCOFFEE;;;;3;51:58.1
364;netral;energi;light;non-kafein;bebas;high;TEH JAHE;TEH HIJAU;JAHE MERAH;TEH LEMON;LYCHEE SQUASH;TEH LECI;6;51:58.1
365;netral;energi;heavy;non-kafein;panas;bebas;TEH JAHE;VARIASI PINK;LEMON SQUASH;;;;3;51:58.1
366;asam;menyegarkan;bubbly;rendah;dingin;low;LYCHEE SQUASH;TEH STRAWBERRY;STRAWBERRY;LEMON SQUASH;KOPI LEMON;LEMON KISS;6;51:58.1
367;manis;manis;creamy;rendah;bebas;low;BISCOFFEE;MANGO;KOPI GULA AREN;CHOCOLATE;CRUNCHY CREAMY;BANANA;6;51:58.1
368;netral;rileks;heavy;rendah;bebas;high;JAHE MERAH;TEH JAHE;STRAWBERRY;TEH STRAWBERRY;;;4;51:58.1
369;netral;rileks;light;rendah;dingin;mid;JAHE MERAH;TEH LEMON;LEMON SQUASH;BERRY SQUASH;;;4;51:58.1
370;netral;rileks;light;sedang;dingin;low;JAHE MERAH;STRAWBERRY;SANGER;TEH LECI;KOPI SUSU;;5;51:58.1
371;pahit;rileks;creamy;tinggi;bebas;high;ESPRESSO;TEH SEREH;TEH;AMERICANO;CAPPUCCINO;SANGER;6;51:58.1
372;manis;manis;heavy;non-kafein;bebas;high;CHOCOLATE;MANGO;KOPI GULA AREN;TEH;CRUNCHY CREAMY;AVOCADO;6;51:58.1
373;manis;menyegarkan;creamy;rendah;dingin;mid;KOPI GULA AREN;MANGO;BISCOFFEE;CRUNCHY CREAMY;STRAWBERRY;;5;51:58.1
374;asam;menyegarkan;bubbly;rendah;dingin;high;LEMON SQUASH;KOPI LEMON;KOPI GULA AREN;MACCHIATO;TEH STRAWBERRY;;5;51:58.1
375;manis;rileks;creamy;non-kafein;panas;low;BANANA;BISCOFFEE;STRAWBERRY;;;;3;51:58.1
376;asam;menyegarkan;heavy;non-kafein;dingin;mid;LYCHEE SQUASH;MANGO;TEH HIJAU;TEH LECI;ESPRESSO;;5;51:58.1
377;asam;menyegarkan;bubbly;rendah;panas;low;KOPI LEMON;TEH STRAWBERRY;AMERICANO;LYCHEE SQUASH;;;4;51:58.1
378;asam;menyegarkan;bubbly;rendah;dingin;low;BERRY SQUASH;LYCHEE SQUASH;KOPI LEMON;;;;3;51:58.1
379;pahit;energi;bubbly;sedang;panas;high;AMERICANO;KOPI SODA;SANGER;JAHE MERAH;TEH STRAWBERRY;;5;51:58.1
380;manis;manis;heavy;tinggi;panas;low;BISCOFFEE;TEH;MANGO;CHOCOLATE;CRUNCHY CREAMY;KOPI GULA AREN;6;51:58.1
381;asam;menyegarkan;bubbly;non-kafein;dingin;high;CRUNCHY CREAMY;AVOCADO;TEH;TEH LECI;LEMON KISS;;5;51:58.1
