user_id,taste,mood,texture,caffeine,temperature,budget,selected_item_1,selected_item_2,selected_item_3,selected_item_4,selected_item_5,selected_item_6,n_selected_items,export_timestamp
375,manis,rileks,creamy,non-kafein,panas,low,BANANA,BISCOFFEE,STRAWBERRY,,,,3,2025-10-06 18:41:25.408430
376,asam,menyegarkan,heavy,non-kafein,dingin,mid,LYCHEE SQUASH,MANGO,TEH,TEH LECI,KOPI SODA,,5,2025-10-06 18:41:25.408430
377,asam,menyegarkan,bubbly,rendah,panas,low,KOPI LEMON,TEH STRAWBERRY,AMERICANO,LYCHEE SQUASH,,,4,2025-10-06 18:41:25.408430
378,asam,menyegarkan,bubbly,rendah,dingin,low,KOPI GULA AREN,LYCHEE SQUASH,KOPI LEMON,,,,3,2025-10-06 18:41:25.408430
379,pahit,energi,bubbly,sedang,panas,high,AMERICANO,KOPI SODA,SANGER,JAHE MERAH,TEH STRAWBERRY,,5,2025-10-06 18:41:25.408430
380,manis,manis,heavy,tinggi,panas,low,BISCOFFEE,TEH,MANGO,CHOCOLATE,CRUNCHY CREAMY,KOPI GULA AREN,6,2025-10-06 18:41:25.408430
381,asam,menyegarkan,bubbly,non-kafein,dingin,high,CRUNCHY CREAMY,MANGO,TEH,TEH LECI,LEMON KISS,,5,2025-10-06 18:41:25.408430
382,netral,manis,light,sedang,bebas,bebas,TELANG SQUASH,KOPI SUSU,TEH JAHE,TEH,LEMON KISS,TEH LEMON,6,2025-10-06 18:41:25.408430
383,netral,manis,light,sedang,panas,low,TELANG SQUASH,TEH,LEMON KISS,TEH LEMON,SANGER,KOPI SUSU,6,2025-10-06 18:41:25.408430
384,netral,rileks,creamy,rendah,dingin,mid,JAHE MERAH,TELANG SQUASH,TEH SEREH,VARIASI PINK,,,4,2025-10-06 18:41:25.408430
385,netral,rileks,bubbly,sedang,dingin,mid,STRAWBERRY,TEH JAHE,TEH,JAHE MERAH,,,4,2025-10-06 18:41:25.408430
386,netral,rileks,light,non-kafein,dingin,high,TEH,TEH JAHE,LYCHEE SQUASH,JAHE MERAH,LEMON KISS,,5,2025-10-06 18:41:25.408430
387,asam,menyegarkan,bubbly,non-kafein,dingin,mid,LYCHEE SQUASH,TELANG SQUASH,KOPI LEMON,,,,3,2025-10-06 18:41:25.408430
388,manis,manis,creamy,non-kafein,dingin,mid,CRUNCHY CREAMY,STRAWBERRY,BISCOFFEE,TEH,CHOCOLATE,,5,2025-10-06 18:41:25.408430
389,netral,menyegarkan,light,tinggi,dingin,bebas,BERRY SQUASH,TEH LECI,LEMON KISS,TEH JAHE SEREH,TEH SEREH,,5,2025-10-06 18:41:25.408430
390,netral,manis,light,sedang,panas,mid,VARIASI PINK,TEH JAHE SEREH,TELANG SQUASH,JAHE MERAH,TEH STRAWBERRY,TEH,6,2025-10-06 18:41:25.408430
391,asam,menyegarkan,bubbly,tinggi,dingin,bebas,TEH JAHE SEREH,SANGER,MACCHIATO,TEH LEMON,,,4,2025-10-06 18:41:25.408430
392,asam,menyegarkan,bubbly,non-kafein,dingin,high,CRUNCHY CREAMY,STRAWBERRY,LEMON KISS,KOPI LEMON,MOCHACCINO,,5,2025-10-06 18:41:25.408430
393,netral,energi,creamy,sedang,dingin,bebas,VARIASI PINK,LEMON KISS,TEH STRAWBERRY,MOCHACCINO,,,4,2025-10-06 18:41:25.408430
394,manis,manis,creamy,non-kafein,dingin,mid,CRUNCHY CREAMY,BISCOFFEE,STRAWBERRY,AVOCADO,BANANA,TEH,6,2025-10-06 18:41:25.408430
395,pahit,rileks,light,sedang,dingin,low,MACCHIATO,BISCOFFEE,TEH STRAWBERRY,TEH LECI,KOPI SODA,,5,2025-10-06 18:41:25.408430
396,manis,rileks,creamy,rendah,bebas,bebas,BISCOFFEE,STRAWBERRY,MANGO,CRUNCHY CREAMY,,,4,2025-10-06 18:41:25.408430
397,pahit,manis,heavy,sedang,panas,high,KOPI SUSU,MACCHIATO,KOPI LEMON,TEH LEMON,ESPRESSO,TEH JAHE SEREH,6,2025-10-06 18:41:25.408430
398,manis,manis,light,rendah,panas,mid,BISCOFFEE,STRAWBERRY,MANGO,,,,3,2025-10-06 18:41:25.408430
399,netral,energi,bubbly,rendah,panas,mid,LEMON KISS,TELANG SQUASH,SANGER,TEH JAHE,,,4,2025-10-06 18:41:25.408430
400,asam,menyegarkan,light,rendah,dingin,bebas,LEMON SQUASH,MACCHIATO,KOPI LEMON,TEH LECI,TELANG SQUASH,,5,2025-10-06 18:41:25.408430
401,pahit,energi,light,tinggi,bebas,high,KOPI SODA,TEH STRAWBERRY,MACCHIATO,MOCHACCINO,,,4,2025-10-06 18:41:25.408430
402,netral,menyegarkan,heavy,rendah,panas,bebas,TEH STRAWBERRY,TEH JAHE,SANGER,MACCHIATO,LEMON SQUASH,,5,2025-10-06 18:41:25.408430
403,pahit,rileks,creamy,sedang,panas,high,ESPRESSO,TEH HIJAU,TEH JAHE SEREH,TEH STRAWBERRY,JAHE MERAH,TEH LEMON,6,2025-10-06 18:41:25.408430
404,netral,rileks,creamy,sedang,dingin,bebas,LEMON KISS,TEH LEMON,JAHE MERAH,TEH LECI,VARIASI PINK,TELANG SQUASH,6,2025-10-06 18:41:25.408430
405,asam,menyegarkan,bubbly,non-kafein,dingin,mid,LYCHEE SQUASH,MANGO,SANGER,AVOCADO,LEMON KISS,MOCHACCINO,6,2025-10-06 18:41:25.408430
406,pahit,energi,creamy,sedang,panas,mid,TEH LECI,TEH,TEH JAHE SEREH,SANGER,MOCHACCINO,,5,2025-10-06 18:41:25.408430
407,pahit,rileks,creamy,tinggi,bebas,bebas,TEH,TEH STRAWBERRY,AMERICANO,KOPI LEMON,,,4,2025-10-06 18:41:25.408430
408,netral,energi,bubbly,sedang,panas,low,BERRY SQUASH,MOCHACCINO,VARIASI PINK,,,,3,2025-10-06 18:41:25.408430
409,netral,energi,creamy,sedang,bebas,high,TELANG SQUASH,KOPI GULA AREN,KOPI SUSU,,,,3,2025-10-06 18:41:25.408430
410,netral,menyegarkan,heavy,sedang,panas,low,LEMON KISS,TEH LECI,VARIASI PINK,TEH LEMON,KOPI LEMON,,5,2025-10-06 18:41:25.408430
411,netral,rileks,bubbly,non-kafein,bebas,bebas,KOPI GULA AREN,STRAWBERRY,KOPI LEMON,BERRY SQUASH,,,4,2025-10-06 18:41:25.408430
412,pahit,menyegarkan,heavy,sedang,panas,mid,TEH JAHE,CAPPUCCINO,KOPI LEMON,TEH STRAWBERRY,AMERICANO,,5,2025-10-06 18:41:25.408430
413,asam,energi,bubbly,non-kafein,dingin,mid,LEMON KISS,MANGO,LYCHEE SQUASH,,,,3,2025-10-06 18:41:25.408430
414,manis,manis,bubbly,non-kafein,panas,low,BANANA,MANGO,KOPI GULA AREN,TEH,AVOCADO,BISCOFFEE,6,2025-10-06 18:41:25.408430
415,manis,rileks,creamy,rendah,panas,high,BISCOFFEE,CRUNCHY CREAMY,BANANA,MANGO,,,4,2025-10-06 18:41:25.408430
416,netral,energi,light,rendah,dingin,high,TEH LECI,STRAWBERRY,MACCHIATO,,,,3,2025-10-06 18:41:25.408430
417,asam,menyegarkan,bubbly,rendah,dingin,bebas,LEMON SQUASH,CHOCOLATE,JAHE MERAH,TEH LEMON,,,4,2025-10-06 18:41:25.408430
418,netral,menyegarkan,bubbly,rendah,panas,high,JAHE MERAH,TEH JAHE SEREH,KOPI SUSU,LYCHEE SQUASH,TEH,,5,2025-10-06 18:41:25.408430
419,asam,menyegarkan,bubbly,non-kafein,dingin,mid,STRAWBERRY,TEH LECI,TELANG SQUASH,LEMON KISS,LEMON SQUASH,,5,2025-10-06 18:41:25.408430
420,asam,menyegarkan,light,non-kafein,dingin,low,TELANG SQUASH,TEH LECI,KOPI LEMON,,,,3,2025-10-06 18:41:25.408430
421,netral,rileks,bubbly,rendah,dingin,low,TEH STRAWBERRY,KOPI GULA AREN,LEMON KISS,TELANG SQUASH,,,4,2025-10-06 18:41:25.408430
422,pahit,menyegarkan,creamy,sedang,dingin,high,CAPPUCCINO,KOPI SODA,ESPRESSO,AMERICANO,TEH STRAWBERRY,,5,2025-10-06 18:41:25.408430
423,netral,energi,creamy,sedang,bebas,low,VARIASI PINK,TEH LEMON,LYCHEE SQUASH,TEH HIJAU,,,4,2025-10-06 18:41:25.408430
424,asam,energi,light,non-kafein,dingin,mid,CHOCOLATE,LEMON SQUASH,KOPI SUSU,,,,3,2025-10-06 18:41:25.408430
425,netral,energi,bubbly,sedang,dingin,low,TEH STRAWBERRY,TELANG SQUASH,TEH LEMON,TEH HIJAU,TEH JAHE SEREH,,5,2025-10-06 18:41:25.408430
426,manis,rileks,bubbly,non-kafein,bebas,low,CHOCOLATE,MANGO,KOPI GULA AREN,BANANA,,,4,2025-10-06 18:41:25.408430
427,pahit,menyegarkan,heavy,tinggi,panas,bebas,TEH LEMON,AMERICANO,MOCHACCINO,TEH JAHE SEREH,TEH HIJAU,,5,2025-10-06 18:41:25.408430
428,manis,energi,heavy,sedang,dingin,bebas,TEH,AVOCADO,KOPI GULA AREN,,,,3,2025-10-06 18:41:25.408430
429,pahit,energi,heavy,sedang,panas,high,MOCHACCINO,SANGER,JAHE MERAH,,,,3,2025-10-06 18:41:25.408430
430,pahit,rileks,creamy,sedang,panas,mid,KOPI GULA AREN,TEH JAHE,KOPI SUSU,CAPPUCCINO,,,4,2025-10-06 18:41:25.408430
431,manis,menyegarkan,creamy,tinggi,dingin,high,BISCOFFEE,MANGO,TEH,BANANA,STRAWBERRY,,5,2025-10-06 18:41:25.408430
432,asam,energi,light,non-kafein,dingin,high,LEMON KISS,TEH LECI,BISCOFFEE,,,,3,2025-10-06 18:41:25.408430
433,manis,rileks,light,non-kafein,bebas,high,MANGO,KOPI GULA AREN,BANANA,,,,3,2025-10-06 18:41:25.408430
434,pahit,manis,heavy,sedang,bebas,high,AMERICANO,MOCHACCINO,TEH LECI,KOPI SODA,TEH LEMON,CAPPUCCINO,6,2025-10-06 18:41:25.408430
435,manis,manis,light,non-kafein,bebas,mid,CRUNCHY CREAMY,MANGO,AVOCADO,BANANA,BISCOFFEE,KOPI GULA AREN,6,2025-10-06 18:41:25.408430
436,netral,menyegarkan,creamy,rendah,bebas,low,LEMON KISS,TEH STRAWBERRY,VARIASI PINK,TEH,KOPI GULA AREN,,5,2025-10-06 18:41:25.408430
437,manis,manis,creamy,sedang,dingin,low,BISCOFFEE,CRUNCHY CREAMY,CHOCOLATE,TEH,AVOCADO,KOPI GULA AREN,6,2025-10-06 18:41:25.408430
438,netral,energi,light,non-kafein,dingin,high,TEH SEREH,LEMON KISS,TEH LECI,LYCHEE SQUASH,BERRY SQUASH,TEH JAHE SEREH,6,2025-10-06 18:41:25.408430
439,manis,manis,creamy,rendah,panas,high,KOPI GULA AREN,AVOCADO,STRAWBERRY,CHOCOLATE,TEH,CRUNCHY CREAMY,6,2025-10-06 18:41:25.408430
440,netral,energi,light,sedang,bebas,high,LEMON KISS,JAHE MERAH,TEH HIJAU,LYCHEE SQUASH,KOPI SUSU,,5,2025-10-06 18:41:25.408430
441,pahit,energi,heavy,tinggi,panas,low,AMERICANO,TEH JAHE,TEH HIJAU,TEH STRAWBERRY,CAPPUCCINO,,5,2025-10-06 18:41:25.408430
442,pahit,rileks,bubbly,tinggi,panas,low,TEH JAHE,TEH,CAPPUCCINO,TEH STRAWBERRY,,,4,2025-10-06 18:41:25.408430
443,netral,rileks,creamy,rendah,panas,high,JAHE MERAH,KOPI LEMON,TEH SEREH,TEH HIJAU,,,4,2025-10-06 18:41:25.408430
444,pahit,rileks,creamy,sedang,panas,mid,TEH HIJAU,TEH JAHE,CAPPUCCINO,TEH LECI,,,4,2025-10-06 18:41:25.408430
445,asam,menyegarkan,bubbly,non-kafein,dingin,high,TELANG SQUASH,BERRY SQUASH,MACCHIATO,TEH LEMON,JAHE MERAH,,5,2025-10-06 18:41:25.408430
446,asam,menyegarkan,heavy,rendah,dingin,bebas,LYCHEE SQUASH,VARIASI PINK,MACCHIATO,,,,3,2025-10-06 18:41:25.408430
447,netral,energi,creamy,tinggi,bebas,bebas,TELANG SQUASH,LEMON KISS,TEH JAHE SEREH,SANGER,,,4,2025-10-06 18:41:25.408430
448,pahit,rileks,bubbly,sedang,bebas,high,TEH JAHE,TEH,TEH HIJAU,TEH SEREH,KOPI SUSU,JAHE MERAH,6,2025-10-06 18:41:25.408430
449,asam,menyegarkan,bubbly,non-kafein,dingin,high,STRAWBERRY,BISCOFFEE,VARIASI PINK,AMERICANO,LEMON KISS,MANGO,6,2025-10-06 18:41:25.408430
450,asam,menyegarkan,bubbly,rendah,dingin,low,LYCHEE SQUASH,TEH HIJAU,VARIASI PINK,,,,3,2025-10-06 18:41:25.408430
451,netral,menyegarkan,creamy,rendah,panas,high,LEMON KISS,TEH JAHE,LYCHEE SQUASH,TEH LEMON,TEH JAHE SEREH,,5,2025-10-06 18:41:25.408430
452,manis,rileks,light,non-kafein,bebas,bebas,CHOCOLATE,MANGO,BANANA,BISCOFFEE,,,4,2025-10-06 18:41:25.408430
453,asam,rileks,light,non-kafein,dingin,mid,LEMON SQUASH,TEH STRAWBERRY,BISCOFFEE,LYCHEE SQUASH,,,4,2025-10-06 18:41:25.408430
454,manis,manis,creamy,tinggi,panas,mid,TEH,BISCOFFEE,STRAWBERRY,BANANA,CHOCOLATE,KOPI GULA AREN,6,2025-10-06 18:41:25.408430
455,netral,energi,light,sedang,dingin,high,JAHE MERAH,TEH LECI,KOPI SUSU,TEH LEMON,LEMON SQUASH,,5,2025-10-06 18:41:25.408430
456,manis,rileks,bubbly,sedang,dingin,high,KOPI GULA AREN,TEH,AVOCADO,BANANA,STRAWBERRY,BISCOFFEE,6,2025-10-06 18:41:25.408430
457,netral,energi,creamy,sedang,panas,bebas,VARIASI PINK,TEH STRAWBERRY,TEH,,,,3,2025-10-06 18:41:25.408430
458,pahit,energi,bubbly,tinggi,bebas,bebas,MACCHIATO,KOPI SUSU,CAPPUCCINO,TEH JAHE,TEH JAHE SEREH,ESPRESSO,6,2025-10-06 18:41:25.408430
459,manis,rileks,creamy,non-kafein,bebas,high,BANANA,AVOCADO,MANGO,TEH,CHOCOLATE,,5,2025-10-06 18:41:25.408430
460,manis,manis,creamy,rendah,bebas,mid,KOPI GULA AREN,TEH,STRAWBERRY,CHOCOLATE,BISCOFFEE,,5,2025-10-06 18:41:25.408430
461,manis,rileks,creamy,rendah,bebas,mid,KOPI GULA AREN,TEH,BANANA,MANGO,,,4,2025-10-06 18:41:25.408430
462,netral,manis,heavy,rendah,dingin,low,TEH STRAWBERRY,LYCHEE SQUASH,KOPI GULA AREN,KOPI LEMON,TEH SEREH,TEH LECI,6,2025-10-06 18:41:25.408430
463,netral,energi,creamy,rendah,panas,high,TEH STRAWBERRY,BERRY SQUASH,KOPI LEMON,TELANG SQUASH,,,4,2025-10-06 18:41:25.408430
464,netral,manis,heavy,non-kafein,bebas,bebas,TEH JAHE,JAHE MERAH,TELANG SQUASH,SANGER,LEMON KISS,LYCHEE SQUASH,6,2025-10-06 18:41:25.408430
465,manis,manis,creamy,rendah,bebas,mid,KOPI GULA AREN,STRAWBERRY,AVOCADO,TEH,CRUNCHY CREAMY,CHOCOLATE,6,2025-10-06 18:41:25.408430
466,asam,menyegarkan,bubbly,non-kafein,dingin,high,LEMON SQUASH,TEH LEMON,MANGO,LYCHEE SQUASH,LEMON KISS,BANANA,6,2025-10-06 18:41:25.408430
467,netral,manis,creamy,rendah,bebas,mid,TEH JAHE SEREH,BERRY SQUASH,TELANG SQUASH,TEH HIJAU,TEH JAHE,MACCHIATO,6,2025-10-06 18:41:25.408430
468,pahit,menyegarkan,bubbly,sedang,dingin,low,TEH LEMON,KOPI GULA AREN,BISCOFFEE,KOPI LEMON,JAHE MERAH,,5,2025-10-06 18:41:25.408430
469,asam,menyegarkan,light,non-kafein,dingin,mid,LEMON SQUASH,TEH HIJAU,JAHE MERAH,,,,3,2025-10-06 18:41:25.408430
470,manis,energi,creamy,non-kafein,panas,bebas,CHOCOLATE,BANANA,CRUNCHY CREAMY,,,,3,2025-10-06 18:41:25.408430
471,manis,energi,creamy,sedang,bebas,mid,BISCOFFEE,CRUNCHY CREAMY,TEH,,,,3,2025-10-06 18:41:25.408430
472,asam,menyegarkan,bubbly,non-kafein,dingin,bebas,LYCHEE SQUASH,TEH JAHE SEREH,STRAWBERRY,LEMON SQUASH,TELANG SQUASH,,5,2025-10-06 18:41:25.408430
473,asam,menyegarkan,light,non-kafein,dingin,low,LYCHEE SQUASH,BANANA,ESPRESSO,KOPI LEMON,,,4,2025-10-06 18:41:25.408430
474,netral,rileks,light,sedang,panas,low,LYCHEE SQUASH,BERRY SQUASH,TEH,TEH JAHE SEREH,,,4,2025-10-06 18:41:25.408430
475,asam,menyegarkan,light,rendah,panas,mid,LEMON SQUASH,ESPRESSO,TELANG SQUASH,KOPI SODA,KOPI LEMON,BERRY SQUASH,6,2025-10-06 18:41:25.408430
476,manis,menyegarkan,heavy,non-kafein,bebas,high,CHOCOLATE,AVOCADO,MANGO,BISCOFFEE,STRAWBERRY,,5,2025-10-06 18:41:25.408430
477,pahit,rileks,light,tinggi,dingin,mid,CAPPUCCINO,TEH HIJAU,TEH JAHE SEREH,TEH STRAWBERRY,JAHE MERAH,TEH SEREH,6,2025-10-06 18:41:25.408430
478,asam,menyegarkan,light,non-kafein,dingin,mid,TELANG SQUASH,JAHE MERAH,LEMON KISS,,,,3,2025-10-06 18:41:25.408430
479,pahit,energi,light,tinggi,panas,bebas,KOPI LEMON,MOCHACCINO,TEH JAHE SEREH,,,,3,2025-10-06 18:41:25.408430
480,asam,menyegarkan,light,rendah,dingin,low,KOPI LEMON,LEMON KISS,LEMON SQUASH,,,,3,2025-10-06 18:41:25.408430
481,manis,rileks,bubbly,rendah,panas,mid,KOPI GULA AREN,CRUNCHY CREAMY,STRAWBERRY,TEH,MANGO,,5,2025-10-06 18:41:25.408430
482,pahit,energi,light,sedang,panas,high,ESPRESSO,KOPI SODA,TEH JAHE SEREH,MOCHACCINO,,,4,2025-10-06 18:41:25.408430
483,netral,energi,bubbly,sedang,bebas,mid,TEH JAHE,TEH,TELANG SQUASH,,,,3,2025-10-06 18:41:25.408430
484,manis,manis,creamy,non-kafein,dingin,high,STRAWBERRY,BANANA,KOPI GULA AREN,MANGO,,,4,2025-10-06 18:41:25.408430
485,netral,manis,light,sedang,panas,mid,STRAWBERRY,TEH,TELANG SQUASH,TEH JAHE,TEH JAHE SEREH,KOPI GULA AREN,6,2025-10-06 18:41:25.408430
486,asam,menyegarkan,heavy,rendah,dingin,bebas,KOPI LEMON,KOPI SODA,TEH,,,,3,2025-10-06 18:41:25.408430
487,manis,manis,creamy,non-kafein,bebas,mid,AVOCADO,TEH,BISCOFFEE,CRUNCHY CREAMY,,,4,2025-10-06 18:41:25.408430
488,netral,energi,light,rendah,bebas,bebas,TEH LECI,VARIASI PINK,LYCHEE SQUASH,TEH JAHE SEREH,TEH SEREH,,5,2025-10-06 18:41:25.408430
489,pahit,energi,bubbly,tinggi,panas,low,KOPI SODA,CAPPUCCINO,TEH,JAHE MERAH,,,4,2025-10-06 18:41:25.408430
490,asam,menyegarkan,light,tinggi,dingin,high,TEH SEREH,BISCOFFEE,TEH LEMON,CAPPUCCINO,,,4,2025-10-06 18:41:25.408430
491,netral,energi,creamy,rendah,panas,bebas,TEH STRAWBERRY,TEH HIJAU,TELANG SQUASH,TEH LECI,LEMON SQUASH,VARIASI PINK,6,2025-10-06 18:41:25.408430
492,manis,manis,creamy,non-kafein,bebas,mid,MANGO,CRUNCHY CREAMY,BISCOFFEE,KOPI GULA AREN,STRAWBERRY,TEH,6,2025-10-06 18:41:25.408430
493,asam,menyegarkan,bubbly,non-kafein,bebas,bebas,TELANG SQUASH,KOPI SODA,LEMON SQUASH,CHOCOLATE,,,4,2025-10-06 18:41:25.408430
494,manis,rileks,light,non-kafein,panas,bebas,CRUNCHY CREAMY,BANANA,AVOCADO,STRAWBERRY,,,4,2025-10-06 18:41:25.408430
495,asam,menyegarkan,light,non-kafein,dingin,bebas,TELANG SQUASH,VARIASI PINK,MOCHACCINO,LYCHEE SQUASH,KOPI SODA,LEMON SQUASH,6,2025-10-06 18:41:25.408430
496,netral,rileks,heavy,rendah,panas,low,TEH LECI,TEH STRAWBERRY,TEH LEMON,LEMON KISS,TEH JAHE SEREH,,5,2025-10-06 18:41:25.408430
497,manis,manis,creamy,rendah,dingin,high,BISCOFFEE,MANGO,TEH,CHOCOLATE,AVOCADO,,5,2025-10-06 18:41:25.408430
498,pahit,energi,light,tinggi,panas,bebas,CAPPUCCINO,MOCHACCINO,TEH JAHE,ESPRESSO,TEH LEMON,,5,2025-10-06 18:41:25.408430
499,pahit,rileks,light,non-kafein,panas,mid,KOPI LEMON,TEH STRAWBERRY,JAHE MERAH,TEH,TEH SEREH,,5,2025-10-06 18:41:25.408430
500,manis,rileks,creamy,non-kafein,panas,mid,AVOCADO,CHOCOLATE,MANGO,TEH,CRUNCHY CREAMY,BISCOFFEE,6,2025-10-06 18:41:25.408430
501,netral,rileks,light,non-kafein,bebas,mid,TEH HIJAU,LYCHEE SQUASH,TELANG SQUASH,KOPI SUSU,,,4,2025-10-06 18:41:25.408430
502,asam,menyegarkan,light,rendah,dingin,high,LEMON SQUASH,MOCHACCINO,KOPI LEMON,TEH LEMON,TEH,,5,2025-10-06 18:41:25.408430
503,manis,rileks,light,non-kafein,panas,low,CHOCOLATE,BISCOFFEE,AVOCADO,MANGO,,,4,2025-10-06 18:41:25.408430
504,manis,manis,creamy,non-kafein,panas,low,STRAWBERRY,KOPI GULA AREN,BANANA,,,,3,2025-10-06 18:41:25.408430
505,netral,energi,light,rendah,panas,bebas,TEH STRAWBERRY,KOPI GULA AREN,JAHE MERAH,,,,3,2025-10-06 18:41:25.408430
506,asam,menyegarkan,light,rendah,dingin,bebas,LYCHEE SQUASH,KOPI LEMON,TEH HIJAU,,,,3,2025-10-06 18:41:25.408430
507,manis,rileks,creamy,non-kafein,bebas,bebas,AVOCADO,BANANA,KOPI GULA AREN,CRUNCHY CREAMY,,,4,2025-10-06 18:41:25.408430
508,asam,menyegarkan,light,sedang,bebas,high,ESPRESSO,TELANG SQUASH,TEH LEMON,TEH JAHE SEREH,KOPI LEMON,SANGER,6,2025-10-06 18:41:25.408430
509,pahit,energi,light,sedang,bebas,high,TEH SEREH,TEH JAHE,MOCHACCINO,TEH HIJAU,,,4,2025-10-06 18:41:25.408430
510,manis,rileks,light,non-kafein,bebas,low,AVOCADO,STRAWBERRY,KOPI GULA AREN,,,,3,2025-10-06 18:41:25.408430
511,netral,manis,light,rendah,dingin,bebas,JAHE MERAH,BERRY SQUASH,TEH STRAWBERRY,TEH JAHE SEREH,MOCHACCINO,STRAWBERRY,6,2025-10-06 18:41:25.408430
512,asam,menyegarkan,bubbly,non-kafein,dingin,bebas,LEMON SQUASH,CAPPUCCINO,BANANA,TEH,LEMON KISS,,5,2025-10-06 18:41:25.408430
513,pahit,rileks,heavy,sedang,dingin,low,ESPRESSO,SANGER,JAHE MERAH,BISCOFFEE,,,4,2025-10-06 18:41:25.408430
514,netral,manis,light,sedang,bebas,high,LYCHEE SQUASH,KOPI GULA AREN,VARIASI PINK,TEH JAHE SEREH,TEH JAHE,MACCHIATO,6,2025-10-06 18:41:25.408430
515,netral,energi,light,sedang,panas,mid,BERRY SQUASH,TEH JAHE,TEH SEREH,,,,3,2025-10-06 18:41:25.408430
516,manis,manis,heavy,tinggi,bebas,low,TEH,BISCOFFEE,BANANA,CHOCOLATE,KOPI GULA AREN,AVOCADO,6,2025-10-06 18:41:25.408430
517,pahit,rileks,bubbly,sedang,panas,mid,AMERICANO,TEH LEMON,MOCHACCINO,,,,3,2025-10-06 18:41:25.408430
518,netral,rileks,light,non-kafein,dingin,bebas,TEH SEREH,LEMON SQUASH,STRAWBERRY,,,,3,2025-10-06 18:41:25.408430
519,netral,rileks,creamy,rendah,dingin,mid,STRAWBERRY,LEMON KISS,MACCHIATO,LYCHEE SQUASH,,,4,2025-10-06 18:41:25.408430
520,manis,menyegarkan,creamy,tinggi,dingin,low,BISCOFFEE,CRUNCHY CREAMY,TEH,MANGO,KOPI GULA AREN,,5,2025-10-06 18:41:25.408430
521,netral,rileks,creamy,rendah,dingin,high,TEH STRAWBERRY,KOPI SUSU,TEH JAHE SEREH,SANGER,LYCHEE SQUASH,,5,2025-10-06 18:41:25.408430
522,asam,menyegarkan,light,rendah,dingin,high,KOPI LEMON,LEMON SQUASH,LEMON KISS,CAPPUCCINO,TEH LEMON,,5,2025-10-06 18:41:25.408430
523,pahit,rileks,heavy,tinggi,panas,bebas,KOPI SODA,KOPI SUSU,BISCOFFEE,KOPI GULA AREN,TEH LECI,CAPPUCCINO,6,2025-10-06 18:41:25.408430
524,pahit,energi,heavy,sedang,panas,low,ESPRESSO,TEH JAHE SEREH,BISCOFFEE,MOCHACCINO,CAPPUCCINO,KOPI GULA AREN,6,2025-10-06 18:41:25.408430
525,asam,menyegarkan,light,non-kafein,dingin,high,LEMON SQUASH,KOPI LEMON,STRAWBERRY,TEH LECI,,,4,2025-10-06 18:41:25.408430
526,asam,menyegarkan,bubbly,non-kafein,dingin,high,TELANG SQUASH,KOPI LEMON,LEMON SQUASH,,,,3,2025-10-06 18:41:25.408430
527,netral,energi,light,tinggi,panas,high,STRAWBERRY,TEH STRAWBERRY,TEH JAHE,,,,3,2025-10-06 18:41:25.408430
528,asam,menyegarkan,light,tinggi,dingin,low,TEH STRAWBERRY,LYCHEE SQUASH,TEH LECI,,,,3,2025-10-06 18:41:25.408430
529,manis,manis,heavy,rendah,bebas,bebas,BISCOFFEE,CHOCOLATE,STRAWBERRY,AVOCADO,,,4,2025-10-06 18:41:25.408430
530,pahit,energi,bubbly,tinggi,bebas,high,AMERICANO,SANGER,ESPRESSO,KOPI GULA AREN,,,4,2025-10-06 18:41:25.408430
531,asam,menyegarkan,creamy,tinggi,dingin,bebas,KOPI LEMON,MANGO,SANGER,TEH JAHE,TEH LECI,,5,2025-10-06 18:41:25.408430
532,pahit,rileks,light,rendah,panas,bebas,KOPI GULA AREN,TEH JAHE SEREH,KOPI LEMON,ESPRESSO,KOPI SODA,,5,2025-10-06 18:41:25.408430
533,pahit,rileks,light,sedang,bebas,bebas,TEH,TEH LECI,ESPRESSO,MACCHIATO,KOPI SODA,,5,2025-10-06 18:41:25.408430
534,pahit,rileks,creamy,tinggi,bebas,high,SANGER,TEH LEMON,TEH LECI,TEH STRAWBERRY,TEH JAHE,TEH JAHE SEREH,6,2025-10-06 18:41:25.408430
535,pahit,manis,heavy,tinggi,panas,bebas,KOPI LEMON,MOCHACCINO,KOPI SUSU,CAPPUCCINO,KOPI SODA,BISCOFFEE,6,2025-10-06 18:41:25.408430
536,netral,menyegarkan,light,non-kafein,panas,high,TEH JAHE SEREH,TELANG SQUASH,TEH SEREH,LEMON SQUASH,MACCHIATO,,5,2025-10-06 18:41:25.408430
537,asam,menyegarkan,bubbly,rendah,dingin,mid,LEMON SQUASH,LEMON KISS,BERRY SQUASH,SANGER,TEH SEREH,,5,2025-10-06 18:41:25.408430
538,netral,menyegarkan,light,rendah,bebas,mid,TEH LECI,TEH,MACCHIATO,TEH JAHE SEREH,TEH SEREH,,5,2025-10-06 18:41:25.408430
539,manis,energi,creamy,rendah,panas,bebas,KOPI GULA AREN,STRAWBERRY,AVOCADO,,,,3,2025-10-06 18:41:25.408430
540,netral,rileks,light,sedang,panas,mid,TELANG SQUASH,TEH HIJAU,BERRY SQUASH,TEH STRAWBERRY,,,4,2025-10-06 18:41:25.408430
541,manis,energi,heavy,non-kafein,bebas,high,BANANA,BISCOFFEE,AVOCADO,,,,3,2025-10-06 18:41:25.408430
