question,answer,co_occurrence,sim_rasa_manis,diff_rasa_manis,diff_sweetness_score,diff_kafein_score,sim_kafein_score,diff_harga,sim_harga,prod_harga,avg_harga,diff_carbonated_score,sim_carbonated_score,taste_consistency,avg_kafein_score,export_timestamp,source_users,source_seed
budget,bebas,12.51,0.8888888888888888,0.1111111111111111,0.0,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,7.54,0.8888888888888888,0.1111111111111111,0.0,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,7.4,0.8888888888888888,0.1111111111111111,0.3,1.0,0.0,0.2777777777777779,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.54,0.5555555555555556,0.4444444444444445,0.30000000000000004,1.0,0.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,20.3845,0.8888888888888888,0.11111111111111116,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,10.2,0.8888888888888888,0.11111111111111116,0.10000000000000009,1.0,0.0,0.7222222222222223,0.2777777777777777,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.54,0.7777777777777777,0.22222222222222232,0.30000000000000004,1.0,0.0,0.4444444444444445,0.5555555555555556,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.1,0.5555555555555556,0.4444444444444445,0.6000000000000001,1.0,0.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.0,0.5555555555555556,0.4444444444444445,0.6000000000000001,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.0,0.6666666666666666,0.33333333333333337,0.30000000000000004,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.54,0.5555555555555556,0.4444444444444445,0.6000000000000001,1.0,0.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.1,0.7777777777777777,0.22222222222222232,0.30000000000000004,1.0,0.0,0.5555555555555556,0.4444444444444444,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.54,0.6666666666666666,0.33333333333333337,0.6000000000000001,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,3.771,0.6666666666666666,0.33333333333333337,0.6000000000000001,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.771,0.6666666666666666,0.33333333333333337,0.30000000000000004,0.0,1.0,0.2777777777777779,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,12.385,0.8888888888888888,0.11111111111111116,0.3,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.54,0.5555555555555556,0.4444444444444445,0.6000000000000001,1.0,0.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,8.68,0.5555555555555556,0.4444444444444445,0.49999999999999994,0.0,1.0,0.4444444444444445,0.5555555555555556,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,8.34,0.6666666666666667,0.3333333333333333,0.3,0.0,1.0,0.16666666666666663,0.8333333333333334,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,6.265,0.8888888888888888,0.11111111111111116,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,11.095,0.8888888888888888,0.11111111111111116,0.0,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,9.6145,0.7777777777777777,0.22222222222222227,0.3,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,10.725999999999999,0.8888888888888888,0.11111111111111116,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,5.495,0.6666666666666667,0.3333333333333333,0.3,0.0,1.0,0.2777777777777778,0.7222222222222222,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,9.45,0.7777777777777777,0.22222222222222227,0.0,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,7.3,0.7777777777777777,0.22222222222222227,0.0,1.0,0.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,9.98,0.7777777777777777,0.22222222222222227,0.3,1.0,0.0,0.5555555555555558,0.4444444444444442,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.7300000000000004,0.6666666666666667,0.3333333333333333,0.30000000000000004,1.0,0.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,6.3999999999999995,0.6666666666666667,0.3333333333333333,0.19999999999999996,0.0,1.0,0.4444444444444445,0.5555555555555556,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,5.864999999999999,0.7777777777777779,0.22222222222222215,0.0,0.0,1.0,0.16666666666666663,0.8333333333333334,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,12.73,1.0,0.0,0.3,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,9.095,1.0,0.0,0.3,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,6.43,0.8888888888888888,0.1111111111111111,0.0,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,8.9555,1.0,0.0,0.3,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,7.664999999999999,0.7777777777777779,0.22222222222222215,0.0,0.0,1.0,0.2777777777777778,0.7222222222222222,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,12.88,0.8888888888888888,0.1111111111111111,0.3,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,4.43,0.8888888888888888,0.1111111111111111,0.3,1.0,0.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.3,0.8888888888888888,0.1111111111111111,0.0,1.0,0.0,0.5555555555555558,0.4444444444444442,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,20.530000000000005,1.0,0.0,0.10000000000000009,1.0,0.0,0.7222222222222223,0.2777777777777777,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.6,0.8888888888888888,0.11111111111111116,0.30000000000000004,1.0,0.0,0.4444444444444445,0.5555555555555556,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,8.76,0.6666666666666667,0.3333333333333333,0.6000000000000001,1.0,0.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,7.59,0.6666666666666667,0.3333333333333333,0.6000000000000001,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,9.46,0.7777777777777778,0.2222222222222222,0.30000000000000004,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,5.2700000000000005,0.6666666666666667,0.3333333333333333,0.6000000000000001,1.0,0.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.0,0.8888888888888888,0.11111111111111116,0.30000000000000004,1.0,0.0,0.5555555555555556,0.4444444444444444,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,9.16,0.7777777777777778,0.2222222222222222,0.6000000000000001,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,11.197,0.7777777777777778,0.2222222222222222,0.6000000000000001,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,4.6,0.7777777777777778,0.2222222222222222,0.30000000000000004,0.0,1.0,0.2777777777777779,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,6.864999999999999,0.8888888888888888,0.11111111111111116,0.19999999999999996,0.0,1.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,4.5649999999999995,0.6666666666666667,0.3333333333333333,0.49999999999999994,0.0,1.0,0.4444444444444445,0.5555555555555556,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,4.53,0.6666666666666667,0.3333333333333333,0.49999999999999994,0.0,1.0,0.6111111111111112,0.38888888888888884,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,7.3,0.7777777777777778,0.2222222222222222,0.19999999999999996,0.0,1.0,0.6111111111111112,0.38888888888888884,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,8.715,0.6666666666666667,0.3333333333333333,0.49999999999999994,0.0,1.0,0.4444444444444445,0.5555555555555556,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.15,0.8888888888888888,0.11111111111111116,0.19999999999999996,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,10.31,0.7777777777777778,0.2222222222222222,0.49999999999999994,0.0,1.0,0.6111111111111112,0.38888888888888884,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,5.73,0.7777777777777778,0.2222222222222222,0.49999999999999994,1.0,0.0,0.6111111111111112,0.38888888888888884,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,5.859999999999999,0.7777777777777778,0.2222222222222222,0.19999999999999996,1.0,0.0,1.0000000000000002,-2.220446049250313e-16,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,8.965,0.7777777777777779,0.22222222222222215,0.3,0.0,1.0,0.16666666666666663,0.8333333333333334,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,13.625,0.7777777777777779,0.22222222222222215,0.3,0.0,1.0,0.3333333333333333,0.6666666666666667,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,11.9045,0.888888888888889,0.11111111111111105,0.0,0.0,1.0,0.3333333333333333,0.6666666666666667,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,9.201,0.7777777777777779,0.22222222222222215,0.3,0.0,1.0,0.16666666666666663,0.8333333333333334,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,5.1899999999999995,1.0,0.0,0.0,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,15.340499999999999,0.888888888888889,0.11111111111111105,0.3,0.0,1.0,0.3333333333333333,0.6666666666666667,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,3.3,0.888888888888889,0.11111111111111105,0.3,1.0,0.0,0.3333333333333333,0.6666666666666667,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,8.57,0.888888888888889,0.11111111111111105,0.0,1.0,0.0,0.7222222222222223,0.2777777777777777,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,8.56,1.0,0.0,0.0,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,8.450000000000001,0.8888888888888888,0.1111111111111111,0.3,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,7.695,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,5.0,0.7777777777777779,0.22222222222222215,0.3,0.0,1.0,0.2777777777777778,0.7222222222222222,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,13.959999999999999,0.8888888888888888,0.1111111111111111,0.0,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,10.2,0.8888888888888888,0.1111111111111111,0.0,1.0,0.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,13.360000000000003,0.8888888888888888,0.1111111111111111,0.3,1.0,0.0,0.5555555555555558,0.4444444444444442,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,13.03,0.8888888888888888,0.1111111111111111,0.3,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,6.3,1.0,0.0,0.0,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,6.075,0.7777777777777779,0.22222222222222215,0.3,0.0,1.0,0.4444444444444445,0.5555555555555556,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,6.68,0.8888888888888888,0.1111111111111111,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,8.43,0.8888888888888888,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,7.8999999999999995,0.8888888888888888,0.1111111111111111,0.3,1.0,0.0,0.38888888888888906,0.6111111111111109,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,13.06,0.8888888888888888,0.1111111111111111,0.3,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,3.8600000000000003,0.888888888888889,0.11111111111111105,0.0,0.0,1.0,0.4444444444444445,0.5555555555555556,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,10.030000000000001,1.0,0.0,0.3,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,10.14,1.0,0.0,0.3,1.0,0.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,12.000000000000002,1.0,0.0,0.0,1.0,0.0,0.38888888888888906,0.6111111111111109,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,3.43,0.7777777777777779,0.22222222222222215,0.3,0.0,1.0,0.2777777777777778,0.7222222222222222,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,9.311,0.8888888888888888,0.1111111111111111,0.0,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,11.829999999999998,0.8888888888888888,0.1111111111111111,0.0,1.0,0.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,9.440000000000001,0.8888888888888888,0.1111111111111111,0.3,1.0,0.0,0.5555555555555558,0.4444444444444442,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,4.58,0.888888888888889,0.11111111111111105,0.3,0.0,1.0,0.4444444444444445,0.5555555555555556,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,5.73,0.888888888888889,0.11111111111111105,0.3,1.0,0.0,0.4444444444444445,0.5555555555555556,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,3.3,0.888888888888889,0.11111111111111105,0.0,1.0,0.0,0.8333333333333335,0.16666666666666652,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,11.24,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,10.16,1.0,0.0,0.3,1.0,0.0,0.38888888888888906,0.6111111111111109,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,18.169000000000004,1.0,0.0,0.3,0.0,1.0,0.38888888888888906,0.6111111111111109,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,3.2,0.11111111111111105,0.888888888888889,0.8,1.0,0.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,2.0,0.0,1.0,0.8,1.0,0.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,4.54,0.33333333333333337,0.6666666666666666,0.5,1.0,0.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,5.3,0.0,1.0,0.7,0.0,1.0,0.388888888888889,0.6111111111111109,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,11.26,0.8888888888888888,0.11111111111111112,0.2,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,3.3000000000000003,0.11111111111111105,0.888888888888889,0.8,1.0,0.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,10.5695,1.0,0.0,0.0,0.0,1.0,0.2777777777777778,0.7222222222222222,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,5.1,0.5555555555555556,0.4444444444444445,0.5,1.0,0.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,5.4395,0.2222222222222222,0.7777777777777778,0.7,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,7.57,0.7777777777777778,0.22222222222222224,0.0,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,12.719999999999999,0.7777777777777778,0.22222222222222224,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,7.42,0.33333333333333337,0.6666666666666666,0.5,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,6.08,0.4444444444444444,0.5555555555555556,0.5,1.0,0.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,8.54,0.5555555555555556,0.4444444444444445,0.2,1.0,0.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,7.08,0.5555555555555556,0.4444444444444445,0.2,1.0,0.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,12.7895,0.5555555555555556,0.4444444444444445,0.2,0.0,1.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,3.08,0.11111111111111105,0.888888888888889,0.8,1.0,0.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,9.16,0.6666666666666667,0.3333333333333333,0.2,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,12.549,0.5555555555555556,0.4444444444444445,0.5,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,6.15,0.2222222222222222,0.7777777777777778,0.7,0.0,1.0,0.4444444444444445,0.5555555555555556,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,6.515,0.33333333333333337,0.6666666666666666,0.5,0.0,1.0,0.16666666666666663,0.8333333333333334,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,2.15,0.5555555555555556,0.4444444444444445,0.2,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,4.15,0.5555555555555556,0.4444444444444445,0.2,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,7.23,0.4444444444444444,0.5555555555555556,0.5,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,11.055,0.5555555555555556,0.4444444444444445,0.2,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,2.15,0.33333333333333337,0.6666666666666666,0.5,0.0,1.0,0.2777777777777778,0.7222222222222222,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,4.465,0.4444444444444444,0.5555555555555556,0.2,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,2.54,0.4444444444444444,0.5555555555555556,0.2,1.0,0.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,6.08,0.4444444444444444,0.5555555555555556,0.5,1.0,0.0,0.5555555555555558,0.4444444444444442,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,29.115000000000002,0.888888888888889,0.11111111111111105,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,3.5299999999999994,0.7777777777777777,0.22222222222222232,0.30000000000000004,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,26.130000000000003,0.888888888888889,0.11111111111111105,0.10000000000000009,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,1.0,0.2222222222222222,0.7777777777777778,0.6000000000000001,1.0,0.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,31.010000000000005,1.0,0.0,0.0,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,25.645,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,26.430000000000007,0.8888888888888888,0.11111111111111116,0.10000000000000009,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,3.0,0.33333333333333326,0.6666666666666667,0.8,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,2.0,0.33333333333333326,0.6666666666666667,0.8,1.0,0.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,1.0,0.7777777777777777,0.22222222222222232,0.30000000000000004,1.0,0.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,3.795,0.6666666666666666,0.33333333333333337,0.30000000000000004,0.0,1.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,7.529999999999999,0.5555555555555556,0.4444444444444445,0.6000000000000001,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,8.565,0.5555555555555556,0.4444444444444445,0.6000000000000001,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,35.509,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,1.1,0.4444444444444444,0.5555555555555556,0.6000000000000001,1.0,0.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,31.00350000000001,0.8888888888888888,0.11111111111111116,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,28.60000000000001,0.8888888888888888,0.11111111111111116,0.10000000000000009,1.0,0.0,0.7222222222222223,0.2777777777777777,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,4.2,0.6666666666666666,0.33333333333333337,0.30000000000000004,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,1.0,0.5555555555555556,0.4444444444444445,0.6000000000000001,1.0,0.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,1.0,0.6666666666666666,0.33333333333333337,0.6000000000000001,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,2.53,0.6666666666666666,0.33333333333333337,0.30000000000000004,0.0,1.0,0.2777777777777779,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,1.0,0.6666666666666666,0.33333333333333337,0.30000000000000004,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,32.13000000000001,1.0,0.0,0.10000000000000009,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,27.71,0.888888888888889,0.11111111111111105,0.0,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,30.515000000000004,0.888888888888889,0.11111111111111105,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,1.0,0.0,1.0,0.8,1.0,0.0,0.5555555555555556,0.4444444444444444,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,2.15,0.4444444444444444,0.5555555555555556,0.30000000000000004,0.0,1.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,33.7,0.7777777777777778,0.2222222222222222,0.10000000000000009,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,3.1,0.2222222222222222,0.7777777777777778,0.8,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,5.795,0.5555555555555556,0.4444444444444444,0.30000000000000004,0.0,1.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,5.265,0.4444444444444444,0.5555555555555556,0.6000000000000001,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,2.0,0.4444444444444444,0.5555555555555556,0.6000000000000001,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,1.1,0.4444444444444444,0.5555555555555556,0.6000000000000001,1.0,0.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,42.899499999999996,0.888888888888889,0.11111111111111105,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,34.5445,0.7777777777777778,0.2222222222222222,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,28.160000000000007,0.7777777777777778,0.2222222222222222,0.10000000000000009,1.0,0.0,0.7222222222222223,0.2777777777777777,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,1.1,0.6666666666666666,0.33333333333333337,0.30000000000000004,1.0,0.0,0.4444444444444445,0.5555555555555556,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,2.0,0.4444444444444444,0.5555555555555556,0.6000000000000001,1.0,0.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,2.0,0.5555555555555556,0.4444444444444444,0.30000000000000004,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,2.1,0.4444444444444444,0.5555555555555556,0.6000000000000001,1.0,0.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,high,1.0,0.5555555555555556,0.4444444444444444,0.6000000000000001,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
